date,security_des,contract_month,put_call,strike_px,open_int,oi_chg,px_settle,px_volume
2025-10-24,CTN6C    60,Jul 2026,,,9,0,8.54,0
2025-10-24,CTN6C    68,Jul 2026,,,3,0,3.22,0
2025-10-24,CTN6C    69,Jul 2026,,,189,0,2.8,0
2025-10-24,CTN6C    70,Jul 2026,,,1150,25,2.43,25
2025-10-24,CTN6C    71,Jul 2026,,,346,0,2.1,0
2025-10-24,CTN6C    72,Jul 2026,,,1037,0,1.82,0
2025-10-24,CTN6C    73,Jul 2026,,,200,0,1.57,0
2025-10-24,CTN6C    74,Jul 2026,,,325,100,1.36,100
2025-10-24,CTN6C    75,Jul 2026,,,2272,0,1.18,0
2025-10-24,CTN6C    76,Jul 2026,,,490,0,1.02,0
2025-10-24,CTN6C    77,Jul 2026,,,260,0,0.89,0
2025-10-24,CTN6C    78,Jul 2026,,,27,0,0.77,0
2025-10-24,CTN6C    80,Jul 2026,,,431,0,0.6,0
2025-10-24,CTN6C    81,Jul 2026,,,300,0,0.53,0
2025-10-24,CTN6C    82,Jul 2026,,,101,0,0.47,0
2025-10-24,CTN6C    85,Jul 2026,,,100,0,0.35,0
2025-10-24,CTN6C    88,Jul 2026,,,40,0,0.27,0
2025-10-24,CTN6C    90,Jul 2026,,,471,0,0.23,0
2025-10-24,CTN6P    50,Jul 2026,P,,76,0,0.04,0
2025-10-24,CTN6P    52,Jul 2026,P,,1,0,0.07,0
2025-10-24,CTN6P    59,Jul 2026,P,,40,0,0.41,0
2025-10-24,CTN6P    60,Jul 2026,P,,129,0,0.53,0
2025-10-24,CTN6P    62,Jul 2026,P,,5,0,0.87,0
2025-10-24,CTN6P    63,Jul 2026,P,,719,0,1.1,0
2025-10-24,CTN6P    65,Jul 2026,P,,899,0,1.73,0
2025-10-24,CTN6P    66,Jul 2026,P,,439,32,2.13,150
2025-10-24,CTN6P    68,Jul 2026,P,,200,0,3.1,0
2025-10-24,CTN6P    70,Jul 2026,P,,378,0,4.28,0
2025-10-24,CTN6P    71,Jul 2026,P,,100,0,4.94,0
2025-10-24,CTN6P    73,Jul 2026,P,,135,0,6.38,0
2025-10-24,CTN7C    69,Jul 2027,,,1,0,5.19,0
2025-10-24,CTN7C    70,Jul 2027,,,4,0,4.74,0
2025-10-24,CTN7C    71,Jul 2027,,,3,0,4.32,0
2025-10-24,CTU6C    68,Sep 2026,,,165,0,3.19,0
2025-10-24,CTU6C    69,Sep 2026,,,120,0,2.76,0
2025-10-24,CTU6C    70,Sep 2026,,,1390,0,2.38,0
2025-10-24,CTU6C    71,Sep 2026,,,545,0,2.05,0
2025-10-24,CTU6C    72,Sep 2026,,,195,0,1.77,0
2025-10-24,CTU6C    73,Sep 2026,,,419,0,1.53,0
2025-10-24,CTU6C    74,Sep 2026,,,20,0,1.32,0
2025-10-24,CTU6C    75,Sep 2026,,,650,0,1.14,0
2025-10-24,CTU6C    80,Sep 2026,,,301,0,0.58,0
2025-10-24,CTU6C    81,Sep 2026,,,1,0,0.51,0
2025-10-24,CTU6P    55,Sep 2026,P,,55,0,0.12,0
2025-10-24,CTU6P    62,Sep 2026,P,,150,0,0.82,0
2025-10-24,CTU6P    64,Sep 2026,P,,250,0,1.32,0
2025-10-24,CTU6P    65,Sep 2026,P,,375,0,1.65,0
2025-10-24,CTU6P    66,Sep 2026,P,,120,0,2.03,0
2025-10-24,CTU6P    67,Sep 2026,P,,56,0,2.47,0
2025-10-24,CTU6P    68,Sep 2026,P,,250,0,2.96,0
2025-10-24,CTU6P    69,Sep 2026,P,,100,0,3.51,0
2025-10-24,CTU6P    71,Sep 2026,P,,45,0,4.77,0
2025-10-24,CTX6C    73,Nov 2026,,,9,0,1.81,0
2025-10-24,CTX6C    74,Nov 2026,,,20,0,1.59,0
2025-10-24,CTX6C    75,Nov 2026,,,175,0,1.4,0
2025-10-24,CTX6P    65,Nov 2026,P,,175,0,1.94,0
2025-10-24,CTX6P    66,Nov 2026,P,,75,0,2.34,0
2025-10-24,CTZ6C    100,Dec 2026,,,1,0,0.18,0
2025-10-24,CTZ6C    65,Dec 2026,,,100,0,5.25,0
2025-10-24,CTZ6C    66,Dec 2026,,,1,0,4.68,0
2025-10-24,CTZ6C    68,Dec 2026,,,755,0,3.69,0
2025-10-24,CTZ6C    69,Dec 2026,,,2300,0,3.27,0
2025-10-24,CTZ6C    70,Dec 2026,,,5826,0,2.89,0
2025-10-24,CTZ6C    71,Dec 2026,,,632,0,2.56,0
2025-10-24,CTZ6C    72,Dec 2026,,,595,150,2.26,150
2025-10-24,CTZ6C    73,Dec 2026,,,590,0,2.01,0
2025-10-24,CTZ6C    74,Dec 2026,,,840,0,1.78,0
2025-10-24,CTZ6C    75,Dec 2026,,,1940,0,1.58,0
2025-10-24,CTZ6C    76,Dec 2026,,,4,0,1.41,0
2025-10-24,CTZ6C    78,Dec 2026,,,98,0,1.13,0
2025-10-24,CTZ6C    80,Dec 2026,,,3292,0,0.91,650
2025-10-24,CTZ6C    81,Dec 2026,,,30,0,0.82,0
2025-10-24,CTZ6C    85,Dec 2026,,,885,0,0.56,0
2025-10-24,CTZ6C    90,Dec 2026,,,680,546,0.36,650
2025-10-24,CTZ6C    95,Dec 2026,,,903,0,0.25,0
2025-10-24,CTZ6P    50,Dec 2026,P,,15,0,0.07,0
2025-10-24,CTZ6P    55,Dec 2026,P,,1,0,0.24,0
2025-10-24,CTZ6P    61,Dec 2026,P,,38,0,0.94,0
2025-10-24,CTZ6P    62,Dec 2026,P,,100,0,1.16,0
2025-10-24,CTZ6P    63,Dec 2026,P,,578,0,1.43,0
2025-10-24,CTZ6P    64,Dec 2026,P,,70,0,1.74,0
2025-10-24,CTZ6P    65,Dec 2026,P,,316,0,2.1,0
2025-10-24,CTZ6P    66,Dec 2026,P,,200,0,2.5,0
2025-10-24,CTZ6P    67,Dec 2026,P,,290,0,2.96,0
2025-10-24,CTZ6P    68,Dec 2026,P,,580,0,3.46,0
2025-10-24,CTZ6P    69,Dec 2026,P,,22,0,4.02,0
2025-10-24,CTZ6P    72,Dec 2026,P,,4,0,5.95,0
2025-10-24,CTZ6P    80,Dec 2026,P,,22,0,12.45,0
2025-10-27,CTH7C    71,Mar 2027,,,250,0,3.11,0
2025-10-27,CTH7C    73,Mar 2027,,,100,0,2.47,0
2025-10-27,CTN6C    100,Jul 2026,,,1,0,0.14,0
2025-10-27,CTN6C    150,Jul 2026,,,23,0,0.05,0
2025-10-27,CTN6C    175,Jul 2026,,,5,0,0.03,0
2025-10-27,CTN6C    200,Jul 2026,,,200,0,0.03,0
2025-10-27,CTN6C    300,Jul 2026,,,350,0,0.01,0
2025-10-27,CTN6C    60,Jul 2026,,,9,0,8.83,0
2025-10-27,CTN6C    68,Jul 2026,,,3,0,3.35,0
2025-10-27,CTN6C    69,Jul 2026,,,189,0,2.91,0
2025-10-27,CTN6C    70,Jul 2026,,,1150,0,2.53,0
2025-10-27,CTN6C    71,Jul 2026,,,346,0,2.19,0
2025-10-27,CTN6C    72,Jul 2026,,,1037,0,1.9,0
2025-10-27,CTN6C    73,Jul 2026,,,200,0,1.65,0
2025-10-27,CTN6C    74,Jul 2026,,,325,0,1.43,0
2025-10-27,CTN6C    75,Jul 2026,,,2272,0,1.25,0
2025-10-27,CTN6C    76,Jul 2026,,,490,0,1.09,0
2025-10-27,CTN6C    77,Jul 2026,,,260,0,0.96,0
2025-10-27,CTN6C    78,Jul 2026,,,27,0,0.84,0
2025-10-27,CTN6C    80,Jul 2026,,,431,0,0.66,1
2025-10-27,CTN6C    81,Jul 2026,,,300,0,0.59,0
2025-10-27,CTN6C    82,Jul 2026,,,101,0,0.53,0
2025-10-27,CTN6C    85,Jul 2026,,,100,0,0.39,0
2025-10-27,CTN6C    88,Jul 2026,,,40,0,0.3,0
2025-10-27,CTN6C    90,Jul 2026,,,471,0,0.26,0
2025-10-27,CTN6P    50,Jul 2026,P,,76,0,0.04,0
2025-10-27,CTN6P    52,Jul 2026,P,,1,0,0.06,0
2025-10-27,CTN6P    59,Jul 2026,P,,40,0,0.37,0
2025-10-27,CTN6P    60,Jul 2026,P,,129,0,0.48,0
2025-10-27,CTN6P    62,Jul 2026,P,,5,0,0.8,0
2025-10-27,CTN6P    63,Jul 2026,P,,719,0,1.02,0
2025-10-27,CTN6P    65,Jul 2026,P,,899,0,1.61,0
2025-10-27,CTN6P    66,Jul 2026,P,,439,0,1.99,0
2025-10-27,CTN6P    68,Jul 2026,P,,200,0,2.91,0
2025-10-27,CTN6P    70,Jul 2026,P,,378,0,4.05,0
2025-10-27,CTN6P    71,Jul 2026,P,,100,0,4.7,0
2025-10-27,CTN6P    73,Jul 2026,P,,135,0,6.13,0
2025-10-27,CTN7C    69,Jul 2027,,,1,0,5.21,0
2025-10-27,CTN7C    70,Jul 2027,,,4,0,4.76,0
2025-10-27,CTN7C    71,Jul 2027,,,3,0,4.34,0
2025-10-27,CTU6C    68,Sep 2026,,,165,0,3.21,0
2025-10-27,CTU6C    69,Sep 2026,,,120,0,2.77,0
2025-10-27,CTU6C    70,Sep 2026,,,1390,0,2.39,0
2025-10-27,CTU6C    71,Sep 2026,,,545,0,2.06,0
2025-10-27,CTU6C    72,Sep 2026,,,195,0,1.78,0
2025-10-27,CTU6C    73,Sep 2026,,,419,0,1.53,0
2025-10-27,CTU6C    74,Sep 2026,,,20,0,1.32,0
2025-10-27,CTU6C    75,Sep 2026,,,650,0,1.14,0
2025-10-27,CTU6C    80,Sep 2026,,,301,0,0.58,0
2025-10-27,CTU6C    81,Sep 2026,,,1,0,0.51,0
2025-10-27,CTU6P    55,Sep 2026,P,,55,0,0.12,0
2025-10-27,CTU6P    62,Sep 2026,P,,150,0,0.8,0
2025-10-27,CTU6P    64,Sep 2026,P,,250,0,1.29,0
2025-10-27,CTU6P    65,Sep 2026,P,,375,0,1.61,0
2025-10-27,CTU6P    66,Sep 2026,P,,120,0,1.99,0
2025-10-27,CTU6P    67,Sep 2026,P,,56,0,2.42,0
2025-10-27,CTU6P    68,Sep 2026,P,,250,0,2.91,0
2025-10-27,CTU6P    69,Sep 2026,P,,100,0,3.46,0
2025-10-27,CTU6P    71,Sep 2026,P,,45,0,4.71,0
2025-10-27,CTX6C    73,Nov 2026,,,9,0,1.82,0
2025-10-27,CTX6C    74,Nov 2026,,,20,0,1.59,0
2025-10-27,CTX6C    75,Nov 2026,,,175,0,1.4,0
2025-10-27,CTX6P    65,Nov 2026,P,,175,0,1.91,0
2025-10-27,CTX6P    66,Nov 2026,P,,75,0,2.3,0
2025-10-27,CTZ6C    100,Dec 2026,,,1,0,0.18,0
2025-10-27,CTZ6C    65,Dec 2026,,,100,0,5.28,0
2025-10-27,CTZ6C    66,Dec 2026,,,1,0,4.71,0
2025-10-27,CTZ6C    68,Dec 2026,,,755,0,3.71,0
2025-10-27,CTZ6C    69,Dec 2026,,,2300,0,3.28,5
2025-10-27,CTZ6C    70,Dec 2026,,,5826,0,2.91,0
2025-10-27,CTZ6C    71,Dec 2026,,,632,0,2.57,0
2025-10-27,CTZ6C    72,Dec 2026,,,595,0,2.27,0
2025-10-27,CTZ6C    73,Dec 2026,,,590,0,2.01,0
2025-10-27,CTZ6C    74,Dec 2026,,,840,0,1.79,0
2025-10-27,CTZ6C    75,Dec 2026,,,1944,4,1.59,4
2025-10-27,CTZ6C    76,Dec 2026,,,4,0,1.41,0
2025-10-27,CTZ6C    78,Dec 2026,,,98,0,1.13,0
2025-10-27,CTZ6C    80,Dec 2026,,,3292,0,0.91,3
2025-10-27,CTZ6C    81,Dec 2026,,,30,0,0.82,0
2025-10-27,CTZ6C    85,Dec 2026,,,885,0,0.56,0
2025-10-27,CTZ6C    90,Dec 2026,,,680,0,0.36,0
2025-10-27,CTZ6C    95,Dec 2026,,,903,0,0.25,0
2025-10-27,CTZ6P    50,Dec 2026,P,,15,0,0.07,0
2025-10-27,CTZ6P    55,Dec 2026,P,,1,0,0.23,0
2025-10-27,CTZ6P    61,Dec 2026,P,,38,0,0.92,0
2025-10-27,CTZ6P    62,Dec 2026,P,,100,0,1.14,0
2025-10-27,CTZ6P    63,Dec 2026,P,,578,0,1.4,0
2025-10-27,CTZ6P    64,Dec 2026,P,,80,10,1.71,10
2025-10-27,CTZ6P    65,Dec 2026,P,,316,0,2.06,0
2025-10-27,CTZ6P    66,Dec 2026,P,,200,0,2.46,0
2025-10-27,CTZ6P    67,Dec 2026,P,,290,0,2.91,0
2025-10-27,CTZ6P    68,Dec 2026,P,,580,0,3.42,0
2025-10-27,CTZ6P    69,Dec 2026,P,,22,0,3.97,0
2025-10-27,CTZ6P    72,Dec 2026,P,,4,0,5.89,0
2025-10-27,CTZ6P    80,Dec 2026,P,,22,0,12.38,0
2025-10-28,CTH7C    71,Mar 2027,,,250,0,3.47,0
2025-10-28,CTH7C    73,Mar 2027,,,100,0,2.8,0
2025-10-28,CTN6C    100,Jul 2026,,,1,0,0.16,0
2025-10-28,CTN6C    150,Jul 2026,,,23,0,0.05,0
2025-10-28,CTN6C    175,Jul 2026,,,5,0,0.04,0
2025-10-28,CTN6C    200,Jul 2026,,,200,0,0.03,0
2025-10-28,CTN6C    300,Jul 2026,,,350,0,0.01,0
2025-10-28,CTN6C    60,Jul 2026,,,9,0,9.27,0
2025-10-28,CTN6C    68,Jul 2026,,,3,0,3.61,0
2025-10-28,CTN6C    69,Jul 2026,,,189,0,3.14,0
2025-10-28,CTN6C    70,Jul 2026,,,1150,0,2.74,0
2025-10-28,CTN6C    71,Jul 2026,,,346,0,2.38,0
2025-10-28,CTN6C    72,Jul 2026,,,1037,0,2.07,0
2025-10-28,CTN6C    73,Jul 2026,,,200,0,1.8,0
2025-10-28,CTN6C    74,Jul 2026,,,325,0,1.57,0
2025-10-28,CTN6C    75,Jul 2026,,,2272,0,1.37,0
2025-10-28,CTN6C    76,Jul 2026,,,490,0,1.2,0
2025-10-28,CTN6C    77,Jul 2026,,,260,0,1.05,0
2025-10-28,CTN6C    78,Jul 2026,,,27,0,0.92,0
2025-10-28,CTN6C    80,Jul 2026,,,523,92,0.73,350
2025-10-28,CTN6C    81,Jul 2026,,,300,0,0.65,0
2025-10-28,CTN6C    82,Jul 2026,,,101,0,0.58,0
2025-10-28,CTN6C    85,Jul 2026,,,100,0,0.43,0
2025-10-28,CTN6C    88,Jul 2026,,,40,0,0.33,0
2025-10-28,CTN6C    90,Jul 2026,,,775,304,0.29,350
2025-10-28,CTN6P    50,Jul 2026,P,,76,0,0.04,0
2025-10-28,CTN6P    52,Jul 2026,P,,1,0,0.06,0
2025-10-28,CTN6P    59,Jul 2026,P,,40,0,0.34,0
2025-10-28,CTN6P    60,Jul 2026,P,,129,0,0.44,0
2025-10-28,CTN6P    62,Jul 2026,P,,5,0,0.73,0
2025-10-28,CTN6P    63,Jul 2026,P,,719,0,0.93,0
2025-10-28,CTN6P    65,Jul 2026,P,,899,0,1.48,0
2025-10-28,CTN6P    66,Jul 2026,P,,639,200,1.83,250
2025-10-28,CTN6P    68,Jul 2026,P,,200,0,2.69,0
2025-10-28,CTN6P    70,Jul 2026,P,,378,0,3.79,0
2025-10-28,CTN6P    71,Jul 2026,P,,100,0,4.42,0
2025-10-28,CTN6P    73,Jul 2026,P,,135,0,5.81,0
2025-10-28,CTN7C    69,Jul 2027,,,1,0,5.64,0
2025-10-28,CTN7C    70,Jul 2027,,,4,0,5.18,0
2025-10-28,CTN7C    71,Jul 2027,,,3,0,4.76,0
2025-10-28,CTU6C    68,Sep 2026,,,165,0,3.37,0
2025-10-28,CTU6C    69,Sep 2026,,,120,0,2.91,0
2025-10-28,CTU6C    70,Sep 2026,,,1390,0,2.52,0
2025-10-28,CTU6C    71,Sep 2026,,,545,0,2.17,0
2025-10-28,CTU6C    72,Sep 2026,,,195,0,1.87,0
2025-10-28,CTU6C    73,Sep 2026,,,419,0,1.61,0
2025-10-28,CTU6C    74,Sep 2026,,,20,0,1.39,0
2025-10-28,CTU6C    75,Sep 2026,,,650,0,1.2,0
2025-10-28,CTU6C    80,Sep 2026,,,301,0,0.61,0
2025-10-28,CTU6C    81,Sep 2026,,,1,0,0.54,0
2025-10-28,CTU6P    55,Sep 2026,P,,55,0,0.11,0
2025-10-28,CTU6P    62,Sep 2026,P,,150,0,0.74,0
2025-10-28,CTU6P    64,Sep 2026,P,,250,0,1.21,0
2025-10-28,CTU6P    65,Sep 2026,P,,375,0,1.51,0
2025-10-28,CTU6P    66,Sep 2026,P,,120,0,1.87,0
2025-10-28,CTU6P    67,Sep 2026,P,,56,0,2.29,0
2025-10-28,CTU6P    68,Sep 2026,P,,250,0,2.76,0
2025-10-28,CTU6P    69,Sep 2026,P,,100,0,3.29,0
2025-10-28,CTU6P    71,Sep 2026,P,,45,0,4.5,0
2025-10-28,CTX6C    73,Nov 2026,,,9,0,2.01,0
2025-10-28,CTX6C    74,Nov 2026,,,20,0,1.77,0
2025-10-28,CTX6C    75,Nov 2026,,,175,0,1.56,0
2025-10-28,CTX6P    65,Nov 2026,P,,175,0,1.9,0
2025-10-28,CTX6P    66,Nov 2026,P,,75,0,2.28,0
2025-10-28,CTZ6C    100,Dec 2026,,,1,0,0.21,0
2025-10-28,CTZ6C    65,Dec 2026,,,100,0,5.62,0
2025-10-28,CTZ6C    66,Dec 2026,,,1,0,5.04,0
2025-10-28,CTZ6C    68,Dec 2026,,,755,0,4.02,0
2025-10-28,CTZ6C    69,Dec 2026,,,2300,0,3.58,200
2025-10-28,CTZ6C    70,Dec 2026,,,5826,0,3.18,0
2025-10-28,CTZ6C    71,Dec 2026,,,632,0,2.83,0
2025-10-28,CTZ6C    72,Dec 2026,,,595,0,2.52,0
2025-10-28,CTZ6C    73,Dec 2026,,,590,0,2.24,0
2025-10-28,CTZ6C    74,Dec 2026,,,840,0,2.0,0
2025-10-28,CTZ6C    75,Dec 2026,,,1944,0,1.78,4
2025-10-28,CTZ6C    76,Dec 2026,,,4,0,1.59,0
2025-10-28,CTZ6C    78,Dec 2026,,,98,0,1.28,0
2025-10-28,CTZ6C    80,Dec 2026,,,3292,0,1.04,0
2025-10-28,CTZ6C    81,Dec 2026,,,30,0,0.94,0
2025-10-28,CTZ6C    85,Dec 2026,,,885,0,0.65,0
2025-10-28,CTZ6C    90,Dec 2026,,,680,0,0.42,0
2025-10-28,CTZ6C    95,Dec 2026,,,903,0,0.29,0
2025-10-28,CTZ6P    50,Dec 2026,P,,15,0,0.08,0
2025-10-28,CTZ6P    55,Dec 2026,P,,1,0,0.25,0
2025-10-28,CTZ6P    61,Dec 2026,P,,38,0,0.96,0
2025-10-28,CTZ6P    62,Dec 2026,P,,100,0,1.18,0
2025-10-28,CTZ6P    63,Dec 2026,P,,578,0,1.44,0
2025-10-28,CTZ6P    64,Dec 2026,P,,80,0,1.74,0
2025-10-28,CTZ6P    65,Dec 2026,P,,316,0,2.09,0
2025-10-28,CTZ6P    66,Dec 2026,P,,200,0,2.48,0
2025-10-28,CTZ6P    67,Dec 2026,P,,290,0,2.92,0
2025-10-28,CTZ6P    68,Dec 2026,P,,580,0,3.41,0
2025-10-28,CTZ6P    69,Dec 2026,P,,22,0,3.95,0
2025-10-28,CTZ6P    72,Dec 2026,P,,4,0,5.82,0
2025-10-28,CTZ6P    80,Dec 2026,P,,22,0,12.2,0
2025-10-29,CTH7C    71,Mar 2027,,,250,0,3.58,0
2025-10-29,CTH7C    73,Mar 2027,,,100,0,2.89,0
2025-10-29,CTN6C    100,Jul 2026,,,1,0,0.19,0
2025-10-29,CTN6C    150,Jul 2026,,,23,0,0.06,0
2025-10-29,CTN6C    175,Jul 2026,,,5,0,0.04,0
2025-10-29,CTN6C    200,Jul 2026,,,200,0,0.03,0
2025-10-29,CTN6C    300,Jul 2026,,,350,0,0.02,0
2025-10-29,CTN6C    60,Jul 2026,,,9,0,10.1,0
2025-10-29,CTN6C    68,Jul 2026,,,3,0,4.19,0
2025-10-29,CTN6C    69,Jul 2026,,,189,0,3.68,0
2025-10-29,CTN6C    70,Jul 2026,,,1172,22,3.22,22
2025-10-29,CTN6C    71,Jul 2026,,,346,0,2.82,0
2025-10-29,CTN6C    72,Jul 2026,,,1037,0,2.46,0
2025-10-29,CTN6C    73,Jul 2026,,,200,0,2.15,0
2025-10-29,CTN6C    74,Jul 2026,,,325,0,1.88,0
2025-10-29,CTN6C    75,Jul 2026,,,2272,0,1.65,0
2025-10-29,CTN6C    76,Jul 2026,,,490,0,1.44,0
2025-10-29,CTN6C    77,Jul 2026,,,260,0,1.27,0
2025-10-29,CTN6C    78,Jul 2026,,,401,374,1.12,400
2025-10-29,CTN6C    80,Jul 2026,,,548,25,0.88,50
2025-10-29,CTN6C    81,Jul 2026,,,300,0,0.79,0
2025-10-29,CTN6C    82,Jul 2026,,,101,0,0.71,0
2025-10-29,CTN6C    85,Jul 2026,,,110,10,0.52,10
2025-10-29,CTN6C    88,Jul 2026,,,40,0,0.4,0
2025-10-29,CTN6C    90,Jul 2026,,,825,50,0.34,50
2025-10-29,CTN6P    50,Jul 2026,P,,76,0,0.04,0
2025-10-29,CTN6P    52,Jul 2026,P,,1,0,0.06,0
2025-10-29,CTN6P    59,Jul 2026,P,,40,0,0.31,0
2025-10-29,CTN6P    60,Jul 2026,P,,129,0,0.4,0
2025-10-29,CTN6P    62,Jul 2026,P,,5,0,0.65,0
2025-10-29,CTN6P    63,Jul 2026,P,,719,0,0.83,0
2025-10-29,CTN6P    65,Jul 2026,P,,899,0,1.31,0
2025-10-29,CTN6P    66,Jul 2026,P,,639,0,1.62,0
2025-10-29,CTN6P    68,Jul 2026,P,,200,0,2.4,0
2025-10-29,CTN6P    70,Jul 2026,P,,378,0,3.4,0
2025-10-29,CTN6P    71,Jul 2026,P,,100,0,3.98,0
2025-10-29,CTN6P    73,Jul 2026,P,,135,0,5.28,0
2025-10-29,CTN7C    69,Jul 2027,,,1,0,5.57,0
2025-10-29,CTN7C    70,Jul 2027,,,4,0,5.11,0
2025-10-29,CTN7C    71,Jul 2027,,,3,0,4.69,0
2025-10-29,CTU6C    68,Sep 2026,,,165,0,3.71,0
2025-10-29,CTU6C    69,Sep 2026,,,120,0,3.25,0
2025-10-29,CTU6C    70,Sep 2026,,,1390,0,2.83,0
2025-10-29,CTU6C    71,Sep 2026,,,585,40,2.46,40
2025-10-29,CTU6C    72,Sep 2026,,,195,0,2.14,0
2025-10-29,CTU6C    73,Sep 2026,,,419,0,1.85,0
2025-10-29,CTU6C    74,Sep 2026,,,20,0,1.61,0
2025-10-29,CTU6C    75,Sep 2026,,,650,0,1.4,0
2025-10-29,CTU6C    80,Sep 2026,,,301,0,0.72,0
2025-10-29,CTU6C    81,Sep 2026,,,1,0,0.63,0
2025-10-29,CTU6P    55,Sep 2026,P,,55,0,0.1,0
2025-10-29,CTU6P    62,Sep 2026,P,,150,0,0.64,0
2025-10-29,CTU6P    64,Sep 2026,P,,250,0,1.07,0
2025-10-29,CTU6P    65,Sep 2026,P,,380,5,1.35,100
2025-10-29,CTU6P    66,Sep 2026,P,,120,0,1.71,0
2025-10-29,CTU6P    67,Sep 2026,P,,56,0,2.13,0
2025-10-29,CTU6P    68,Sep 2026,P,,250,0,2.6,0
2025-10-29,CTU6P    69,Sep 2026,P,,200,100,3.11,100
2025-10-29,CTU6P    71,Sep 2026,P,,45,0,4.29,0
2025-10-29,CTX6C    73,Nov 2026,,,9,0,2.25,0
2025-10-29,CTX6C    74,Nov 2026,,,20,0,2.0,0
2025-10-29,CTX6C    75,Nov 2026,,,175,0,1.78,0
2025-10-29,CTX6P    65,Nov 2026,P,,175,0,1.69,0
2025-10-29,CTX6P    66,Nov 2026,P,,75,0,2.06,0
2025-10-29,CTZ6C    100,Dec 2026,,,1,0,0.24,0
2025-10-29,CTZ6C    65,Dec 2026,,,100,0,5.91,0
2025-10-29,CTZ6C    66,Dec 2026,,,1,0,5.34,0
2025-10-29,CTZ6C    68,Dec 2026,,,755,0,4.33,0
2025-10-29,CTZ6C    69,Dec 2026,,,2300,0,3.9,200
2025-10-29,CTZ6C    70,Dec 2026,,,5826,0,3.5,0
2025-10-29,CTZ6C    71,Dec 2026,,,632,0,3.13,0
2025-10-29,CTZ6C    72,Dec 2026,,,595,0,2.79,0
2025-10-29,CTZ6C    73,Dec 2026,,,590,0,2.49,0
2025-10-29,CTZ6C    74,Dec 2026,,,840,0,2.22,0
2025-10-29,CTZ6C    75,Dec 2026,,,1944,0,1.98,0
2025-10-29,CTZ6C    76,Dec 2026,,,4,0,1.77,0
2025-10-29,CTZ6C    78,Dec 2026,,,98,0,1.42,0
2025-10-29,CTZ6C    80,Dec 2026,,,3292,0,1.16,0
2025-10-29,CTZ6C    81,Dec 2026,,,30,0,1.05,0
2025-10-29,CTZ6C    85,Dec 2026,,,885,0,0.72,0
2025-10-29,CTZ6C    90,Dec 2026,,,680,0,0.47,0
2025-10-29,CTZ6C    95,Dec 2026,,,903,0,0.33,0
2025-10-29,CTZ6P    50,Dec 2026,P,,15,0,0.07,0
2025-10-29,CTZ6P    55,Dec 2026,P,,1,0,0.2,0
2025-10-29,CTZ6P    61,Dec 2026,P,,38,0,0.79,0
2025-10-29,CTZ6P    62,Dec 2026,P,,100,0,0.99,0
2025-10-29,CTZ6P    63,Dec 2026,P,,578,0,1.23,0
2025-10-29,CTZ6P    64,Dec 2026,P,,80,0,1.52,0
2025-10-29,CTZ6P    65,Dec 2026,P,,466,150,1.87,150
2025-10-29,CTZ6P    66,Dec 2026,P,,200,0,2.27,0
2025-10-29,CTZ6P    67,Dec 2026,P,,290,0,2.72,0
2025-10-29,CTZ6P    68,Dec 2026,P,,580,0,3.22,0
2025-10-29,CTZ6P    69,Dec 2026,P,,68,46,3.76,50
2025-10-29,CTZ6P    72,Dec 2026,P,,4,0,5.58,0
2025-10-29,CTZ6P    80,Dec 2026,P,,22,0,11.8,0
2025-10-30,CTH7C    71,Mar 2027,,,250,0,3.27,0
2025-10-30,CTH7C    73,Mar 2027,,,100,0,2.61,0
2025-10-30,CTN6C    100,Jul 2026,,,1,0,0.17,0
2025-10-30,CTN6C    150,Jul 2026,,,23,0,0.05,0
2025-10-30,CTN6C    175,Jul 2026,,,5,0,0.04,0
2025-10-30,CTN6C    200,Jul 2026,,,200,0,0.03,0
2025-10-30,CTN6C    300,Jul 2026,,,350,0,0.02,0
2025-10-30,CTN6C    60,Jul 2026,,,9,0,9.38,0
2025-10-30,CTN6C    68,Jul 2026,,,3,0,3.71,0
2025-10-30,CTN6C    69,Jul 2026,,,189,0,3.24,0
2025-10-30,CTN6C    70,Jul 2026,,,1172,0,2.82,0
2025-10-30,CTN6C    71,Jul 2026,,,346,0,2.46,0
2025-10-30,CTN6C    72,Jul 2026,,,1037,0,2.14,0
2025-10-30,CTN6C    73,Jul 2026,,,200,0,1.86,0
2025-10-30,CTN6C    74,Jul 2026,,,332,7,1.62,10
2025-10-30,CTN6C    75,Jul 2026,,,2272,0,1.42,0
2025-10-30,CTN6C    76,Jul 2026,,,490,0,1.24,0
2025-10-30,CTN6C    77,Jul 2026,,,260,0,1.09,0
2025-10-30,CTN6C    78,Jul 2026,,,401,0,0.97,0
2025-10-30,CTN6C    80,Jul 2026,,,598,50,0.76,50
2025-10-30,CTN6C    81,Jul 2026,,,300,0,0.68,0
2025-10-30,CTN6C    82,Jul 2026,,,101,0,0.61,0
2025-10-30,CTN6C    85,Jul 2026,,,110,0,0.45,0
2025-10-30,CTN6C    88,Jul 2026,,,40,0,0.35,0
2025-10-30,CTN6C    90,Jul 2026,,,875,50,0.3,50
2025-10-30,CTN6P    50,Jul 2026,P,,76,0,0.04,0
2025-10-30,CTN6P    52,Jul 2026,P,,1,0,0.06,0
2025-10-30,CTN6P    59,Jul 2026,P,,40,0,0.34,0
