date,commodity,contract,bbg_ticker,settle,open_int,oi_chg,first_notice,last_trade,high,low,open,volume,efp_volume,efs_volume,block_volume
2009-02-12,SB,SBOCT2,SBOCT2 Comdty,14.19,12100,97,,,,,,199,,,
2009-02-13,CC,CCDEC1,CCDEC1 Comdty,2642.0,12391,15,,,,,,46,,,
2009-02-13,CC,CCDEC2,CCDEC2 Comdty,2646.0,95,0,,,,,,,,,
2009-02-13,CC,CCJUL1,CCJUL1 Comdty,2669.0,23002,173,,,,,,289,,,
2009-02-13,CC,CCJUL2,CCJUL2 Comdty,2641.0,221,0,,,,,,,,,
2009-02-13,CC,CCMAR1,CCMAR1 Comdty,2752.0,630,-251,,,,,,554,,,
2009-02-13,CC,CCMAR2,CCMAR2 Comdty,2632.0,7113,25,,,,,,71,,,
2009-02-13,CC,CCMAY1,CCMAY1 Comdty,2672.0,58204,-968,,,,,,4088,,,
2009-02-13,CC,CCMAY2,CCMAY2 Comdty,2632.0,1878,1,,,,,,2,,,
2009-02-13,CC,CCSEP1,CCSEP1 Comdty,2656.0,10324,94,,,,,,140,,,
2009-02-13,CC,CCSEP2,CCSEP2 Comdty,2656.0,146,83,,,,,,83,,,
2009-02-13,CT,CTDEC1,CTDEC1 Comdty,51.31,21346,703,,,,,,1133,,,
2009-02-13,CT,CTDEC2,CTDEC2 Comdty,59.17,1755,0,,,,,,,,,
2009-02-13,CT,CTJUL1,CTJUL1 Comdty,46.76,24965,898,,,,,,1787,,,
2009-02-13,CT,CTJUL2,CTJUL2 Comdty,57.33,659,0,,,,,,,,,
2009-02-13,CT,CTMAR1,CTMAR1 Comdty,44.03,11512,-2505,,,,,,5542,,,
2009-02-13,CT,CTMAR2,CTMAR2 Comdty,55.38,1985,82,,,,,,85,,,
2009-02-13,CT,CTMAY1,CTMAY1 Comdty,45.22,56080,2794,,,,,,11025,,,
2009-02-13,CT,CTMAY2,CTMAY2 Comdty,56.38,140,0,,,,,,,,,
2009-02-13,CT,CTOCT1,CTOCT1 Comdty,49.57,358,19,,,,,,34,,,
2009-02-13,CT,CTOCT2,CTOCT2 Comdty,58.63,8,0,,,,,,,,,
2009-02-13,KC,KCDEC1,KCDEC1 Comdty,122.4,9516,-17,,,,,,247,,,
2009-02-13,KC,KCDEC2,KCDEC2 Comdty,132.05,256,2,,,,,,2,,,
2009-02-13,KC,KCJUL1,KCJUL1 Comdty,117.3,18812,693,,,,,,1288,,,
2009-02-13,KC,KCJUL2,KCJUL2 Comdty,128.55,142,0,,,,,,3,,,
2009-02-13,KC,KCMAR1,KCMAR1 Comdty,112.35,17690,-4389,,,,,,8988,,,
2009-02-13,KC,KCMAR2,KCMAR2 Comdty,125.05,6424,30,,,,,,151,,,
2009-02-13,KC,KCMAY1,KCMAY1 Comdty,115.0,67146,4470,,,,,,11587,,,
2009-02-13,KC,KCMAY2,KCMAY2 Comdty,126.85,924,0,,,,,,,,,
2009-02-13,KC,KCSEP1,KCSEP1 Comdty,119.5,8866,187,,,,,,498,,,
2009-02-13,KC,KCSEP2,KCSEP2 Comdty,130.15,336,0,,,,,,3,,,
2009-02-13,SB,SBJUL1,SBJUL1 Comdty,13.67,130649,738,,,,,,7633,,,
2009-02-13,SB,SBJUL2,SBJUL2 Comdty,14.09,13398,-1,,,,,,55,,,
2009-02-13,SB,SBMAR1,SBMAR1 Comdty,13.26,113053,-5369,,,,,,41340,,,
2009-02-13,SB,SBMAR2,SBMAR2 Comdty,14.52,53495,-102,,,,,,1525,,,
2009-02-13,SB,SBMAY1,SBMAY1 Comdty,13.57,214859,749,,,,,,29112,,,
2009-02-13,SB,SBMAY2,SBMAY2 Comdty,14.32,15595,48,,,,,,69,,,
2009-02-13,SB,SBOCT1,SBOCT1 Comdty,14.01,87164,1329,,,,,,4262,,,
2009-02-13,SB,SBOCT2,SBOCT2 Comdty,14.21,12288,188,,,,,,244,,,
2009-02-17,CC,CCDEC1,CCDEC1 Comdty,2603.0,12405,14,,,,,,87,,,
2009-02-17,CC,CCDEC2,CCDEC2 Comdty,2612.0,95,0,,,,,,,,,
2009-02-17,CC,CCJUL1,CCJUL1 Comdty,2630.0,23037,35,,,,,,348,,,
2009-02-17,CC,CCJUL2,CCJUL2 Comdty,2597.0,221,0,,,,,,,,,
2009-02-17,CC,CCMAR1,CCMAR1 Comdty,2693.0,586,-44,,,,,,77,,,
2009-02-17,CC,CCMAR2,CCMAR2 Comdty,2593.0,7134,21,,,,,,171,,,
2009-02-17,CC,CCMAY1,CCMAY1 Comdty,2639.0,58681,477,,,,,,4051,,,
2009-02-17,CC,CCMAY2,CCMAY2 Comdty,2589.0,1878,0,,,,,,,,,
2009-02-17,CC,CCSEP1,CCSEP1 Comdty,2617.0,10357,33,,,,,,78,,,
2009-02-17,CC,CCSEP2,CCSEP2 Comdty,2610.0,148,2,,,,,,2,,,
2009-02-17,CT,CTDEC1,CTDEC1 Comdty,50.72,21669,323,,,,,,1362,,,
2009-02-17,CT,CTDEC2,CTDEC2 Comdty,58.48,1756,1,,,,,,1,,,
2009-02-17,CT,CTJUL1,CTJUL1 Comdty,46.16,25270,305,,,,,,2946,,,
2009-02-17,CT,CTJUL2,CTJUL2 Comdty,56.64,659,0,,,,,,,,,
2009-02-17,CT,CTMAR1,CTMAR1 Comdty,43.53,9387,-2125,,,,,,4502,,,
2009-02-17,CT,CTMAR2,CTMAR2 Comdty,54.69,1986,1,,,,,,33,,,
2009-02-17,CT,CTMAY1,CTMAY1 Comdty,44.68,56734,654,,,,,,12337,,,
2009-02-17,CT,CTMAY2,CTMAY2 Comdty,55.69,140,0,,,,,,,,,
2009-02-17,CT,CTOCT1,CTOCT1 Comdty,48.95,362,4,,,,,,34,,,
2009-02-17,CT,CTOCT2,CTOCT2 Comdty,57.94,8,0,,,,,,,,,
2009-02-17,KC,KCDEC1,KCDEC1 Comdty,120.4,9524,8,,,,,,209,,,
2009-02-17,KC,KCDEC2,KCDEC2 Comdty,130.1,256,0,,,,,,2,,,
2009-02-17,KC,KCJUL1,KCJUL1 Comdty,115.35,19077,265,,,,,,800,,,
2009-02-17,KC,KCJUL2,KCJUL2 Comdty,126.6,142,0,,,,,,6,,,
2009-02-17,KC,KCMAR1,KCMAR1 Comdty,110.35,14069,-3621,,,,,,9417,,,
2009-02-17,KC,KCMAR2,KCMAR2 Comdty,123.05,6473,49,,,,,,177,,,
2009-02-17,KC,KCMAY1,KCMAY1 Comdty,113.05,71040,3894,,,,,,12706,,,
2009-02-17,KC,KCMAY2,KCMAY2 Comdty,124.9,921,-3,,,,,,,,,
2009-02-17,KC,KCSEP1,KCSEP1 Comdty,117.55,9012,146,,,,,,291,,,
2009-02-17,KC,KCSEP2,KCSEP2 Comdty,128.2,336,0,,,,,,2,,,
2009-02-17,SB,SBJUL1,SBJUL1 Comdty,13.43,132053,1404,,,,,,8166,,,
2009-02-17,SB,SBJUL2,SBJUL2 Comdty,13.92,13678,280,,,,,,388,,,
2009-02-17,SB,SBMAR1,SBMAR1 Comdty,12.98,95622,-17431,,,,,,53459,,,
2009-02-17,SB,SBMAR2,SBMAR2 Comdty,14.34,53599,104,,,,,,2106,,,
2009-02-17,SB,SBMAY1,SBMAY1 Comdty,13.28,219720,4861,,,,,,32775,,,
2009-02-17,SB,SBMAY2,SBMAY2 Comdty,14.15,15871,276,,,,,,512,,,
2009-02-17,SB,SBOCT1,SBOCT1 Comdty,13.8,87101,-63,,,,,,3303,,,
2009-02-17,SB,SBOCT2,SBOCT2 Comdty,14.03,12511,223,,,,,,335,,,
2009-02-18,CC,CCDEC1,CCDEC1 Comdty,2547.0,12436,31,,,,,,162,,,
2009-02-18,CC,CCDEC2,CCDEC2 Comdty,2557.0,95,0,,,,,,,,,
2009-02-18,CC,CCJUL1,CCJUL1 Comdty,2565.0,23032,-5,,,,,,765,,,
2009-02-18,CC,CCJUL2,CCJUL2 Comdty,2537.0,221,0,,,,,,,,,
2009-02-18,CC,CCMAR1,CCMAR1 Comdty,2643.0,375,-211,,,,,,216,,,
2009-02-18,CC,CCMAR2,CCMAR2 Comdty,2531.0,7184,50,,,,,,59,,,
2009-02-18,CC,CCMAY1,CCMAY1 Comdty,2571.0,58334,-347,,,,,,7728,,,
2009-02-18,CC,CCMAY2,CCMAY2 Comdty,2529.0,1876,-2,,,,,,2,,,
2009-02-18,CC,CCSEP1,CCSEP1 Comdty,2557.0,10472,115,,,,,,619,,,
2009-02-18,CC,CCSEP2,CCSEP2 Comdty,2552.0,517,369,,,,,,369,,,
2009-02-18,CT,CTDEC1,CTDEC1 Comdty,50.94,21728,59,,,,,,971,,,
2009-02-18,CT,CTDEC2,CTDEC2 Comdty,58.73,1756,0,,,,,,,,,
2009-02-18,CT,CTJUL1,CTJUL1 Comdty,46.53,25688,418,,,,,,1966,,,
2009-02-18,CT,CTJUL2,CTJUL2 Comdty,56.78,659,0,,,,,,,,,
2009-02-18,CT,CTMAR1,CTMAR1 Comdty,43.89,7542,-1845,,,,,,2394,,,
2009-02-18,CT,CTMAR2,CTMAR2 Comdty,54.9,2000,14,,,,,,41,,,
2009-02-18,CT,CTMAY1,CTMAY1 Comdty,45.1,57452,718,,,,,,6990,,,
2009-02-18,CT,CTMAY2,CTMAY2 Comdty,55.79,140,0,,,,,,,,,
2009-02-18,CT,CTOCT1,CTOCT1 Comdty,49.27,364,2,,,,,,2,,,
2009-02-18,CT,CTOCT2,CTOCT2 Comdty,58.08,8,0,,,,,,,,,
2009-02-18,KC,KCDEC1,KCDEC1 Comdty,118.95,9577,53,,,,,,464,,,
2009-02-18,KC,KCDEC2,KCDEC2 Comdty,128.75,261,5,,,,,,9,,,
2009-02-18,KC,KCJUL1,KCJUL1 Comdty,113.9,20106,1029,,,,,,1834,,,
2009-02-18,KC,KCJUL2,KCJUL2 Comdty,125.25,143,1,,,,,,2,,,
2009-02-18,KC,KCMAR1,KCMAR1 Comdty,108.85,3072,-10997,,,,,,13260,,,
2009-02-18,KC,KCMAR2,KCMAR2 Comdty,121.6,6440,-33,,,,,,192,,,
2009-02-18,KC,KCMAY1,KCMAY1 Comdty,111.6,72543,1503,,,,,,19734,,,
2009-02-18,KC,KCMAY2,KCMAY2 Comdty,123.55,930,9,,,,,,,,,
2009-02-18,KC,KCSEP1,KCSEP1 Comdty,116.05,9245,233,,,,,,1795,,,
2009-02-18,KC,KCSEP2,KCSEP2 Comdty,126.85,338,2,,,,,,2,,,
2009-02-18,SB,SBJUL1,SBJUL1 Comdty,13.14,132707,654,,,,,,7649,,,
2009-02-18,SB,SBJUL2,SBJUL2 Comdty,13.57,13669,-9,,,,,,112,,,
2009-02-18,SB,SBMAR1,SBMAR1 Comdty,12.69,81565,-14057,,,,,,53804,,,
2009-02-18,SB,SBMAR2,SBMAR2 Comdty,14.04,53930,331,,,,,,4789,,,
2009-02-18,SB,SBMAY1,SBMAY1 Comdty,13.01,223598,3878,,,,,,33180,,,
2009-02-18,SB,SBMAY2,SBMAY2 Comdty,13.84,13867,-2004,,,,,,2081,,,
2009-02-18,SB,SBOCT1,SBOCT1 Comdty,13.49,87872,771,,,,,,4892,,,
2009-02-18,SB,SBOCT2,SBOCT2 Comdty,13.7,14748,2237,,,,,,2110,,,
2009-02-19,CC,CCDEC1,CCDEC1 Comdty,2550.0,12651,215,,,,,,332,,,
2009-02-19,CC,CCDEC2,CCDEC2 Comdty,2567.0,95,0,,,,,,,,,
2009-02-19,CC,CCJUL1,CCJUL1 Comdty,2563.0,23368,336,,,,,,973,,,
2009-02-19,CC,CCJUL2,CCJUL2 Comdty,2538.0,221,0,,,,,,,,,
2009-02-19,CC,CCMAR1,CCMAR1 Comdty,2655.0,340,-35,,,,,,55,,,
2009-02-19,CC,CCMAR2,CCMAR2 Comdty,2530.0,7301,117,,,,,,170,,,
2009-02-19,CC,CCMAY1,CCMAY1 Comdty,2570.0,57893,-441,,,,,,4738,,,
2009-02-19,CC,CCMAY2,CCMAY2 Comdty,2529.0,1876,0,,,,,,1,,,
2009-02-19,CC,CCSEP1,CCSEP1 Comdty,2558.0,10595,123,,,,,,177,,,
2009-02-19,CC,CCSEP2,CCSEP2 Comdty,2552.0,517,0,,,,,,,,,
2009-02-19,CT,CTDEC1,CTDEC1 Comdty,50.67,21744,16,,,,,,360,,,
2009-02-19,CT,CTDEC2,CTDEC2 Comdty,58.45,1756,0,,,,,,,,,
2009-02-19,CT,CTJUL1,CTJUL1 Comdty,46.29,25748,60,,,,,,1379,,,
2009-02-19,CT,CTJUL2,CTJUL2 Comdty,56.5,659,0,,,,,,,,,
2009-02-19,CT,CTMAR1,CTMAR1 Comdty,43.42,2596,-4946,,,,,,3866,,,
2009-02-19,CT,CTMAR2,CTMAR2 Comdty,54.62,2004,4,,,,,,30,,,
2009-02-19,CT,CTMAY1,CTMAY1 Comdty,44.91,60191,2739,,,,,,6479,,,
2009-02-19,CT,CTMAY2,CTMAY2 Comdty,55.51,140,0,,,,,,,,,
2009-02-19,CT,CTOCT1,CTOCT1 Comdty,49.04,366,2,,,,,,2,,,
2009-02-19,CT,CTOCT2,CTOCT2 Comdty,57.8,8,0,,,,,,,,,
2009-02-19,KC,KCDEC1,KCDEC1 Comdty,120.0,9577,0,,,,,,167,,,
2009-02-19,KC,KCDEC2,KCDEC2 Comdty,129.75,262,1,,,,,,2,,,
2009-02-19,KC,KCJUL1,KCJUL1 Comdty,114.85,20417,311,,,,,,2157,,,
2009-02-19,KC,KCJUL2,KCJUL2 Comdty,126.4,143,0,,,,,,1,,,
2009-02-19,KC,KCMAR1,KCMAR1 Comdty,109.7,1109,-1963,,,,,,1289,,,
2009-02-19,KC,KCMAR2,KCMAR2 Comdty,122.7,6484,44,,,,,,69,,,
2009-02-19,KC,KCMAY1,KCMAY1 Comdty,112.5,71643,-900,,,,,,7649,,,
2009-02-19,KC,KCMAY2,KCMAY2 Comdty,124.65,931,1,,,,,,,,,
2009-02-19,KC,KCSEP1,KCSEP1 Comdty,117.05,9760,515,,,,,,1109,,,
2009-02-19,KC,KCSEP2,KCSEP2 Comdty,128.05,337,-1,,,,,,1,,,
2009-02-19,SB,SBJUL1,SBJUL1 Comdty,13.32,134722,2015,,,,,,14153,,,
2009-02-19,SB,SBJUL2,SBJUL2 Comdty,13.76,13677,8,,,,,,255,,,
2009-02-19,SB,SBMAR1,SBMAR1 Comdty,12.84,80959,-606,,,,,,37329,,,
2009-02-19,SB,SBMAR2,SBMAR2 Comdty,14.21,54484,554,,,,,,2803,,,
2009-02-19,SB,SBMAY1,SBMAY1 Comdty,13.17,227593,3995,,,,,,31918,,,
2009-02-19,SB,SBMAY2,SBMAY2 Comdty,14.02,13978,111,,,,,,266,,,
2009-02-19,SB,SBOCT1,SBOCT1 Comdty,13.67,89949,2077,,,,,,6694,,,
2009-02-19,SB,SBOCT2,SBOCT2 Comdty,13.86,14718,-30,,,,,,169,,,
2009-02-20,CC,CCDEC1,CCDEC1 Comdty,2410.0,12710,59,,,,,,295,,,
2009-02-20,CC,CCDEC2,CCDEC2 Comdty,2404.0,95,0,,,,,,,,,
2009-02-20,CC,CCJUL1,CCJUL1 Comdty,2428.0,24012,644,,,,,,1619,,,
2009-02-20,CC,CCJUL2,CCJUL2 Comdty,2412.0,221,0,,,,,,1,,,
2009-02-20,CC,CCMAR1,CCMAR1 Comdty,2528.0,244,-96,,,,,,156,,,
2009-02-20,CC,CCMAR2,CCMAR2 Comdty,2395.0,7396,95,,,,,,99,,,
2009-02-20,CC,CCMAY1,CCMAY1 Comdty,2430.0,57689,-204,,,,,,8919,,,
2009-02-20,CC,CCMAY2,CCMAY2 Comdty,2397.0,1883,7,,,,,,9,,,
2009-02-20,CC,CCSEP1,CCSEP1 Comdty,2419.0,10994,399,,,,,,540,,,
2009-02-20,CC,CCSEP2,CCSEP2 Comdty,2410.0,524,7,,,,,,7,,,
2009-02-20,CT,CTDEC1,CTDEC1 Comdty,49.7,21955,211,,,,,,922,,,
2009-02-20,CT,CTDEC2,CTDEC2 Comdty,57.61,1756,0,,,,,,,,,
2009-02-20,CT,CTJUL1,CTJUL1 Comdty,45.4,25833,85,,,,,,1152,,,
2009-02-20,CT,CTJUL2,CTJUL2 Comdty,55.66,659,0,,,,,,,,,
2009-02-20,CT,CTMAR1,CTMAR1 Comdty,43.03,909,-1687,,,,,,2487,,,
2009-02-20,CT,CTMAR2,CTMAR2 Comdty,53.66,2267,263,,,,,,334,,,
2009-02-20,CT,CTMAY1,CTMAY1 Comdty,44.1,61241,1050,,,,,,7634,,,
2009-02-20,CT,CTMAY2,CTMAY2 Comdty,54.66,140,0,,,,,,,,,
2009-02-20,CT,CTOCT1,CTOCT1 Comdty,48.15,376,10,,,,,,,,,
2009-02-20,CT,CTOCT2,CTOCT2 Comdty,56.96,8,0,,,,,,,,,
2009-02-20,KC,KCDEC1,KCDEC1 Comdty,118.75,9671,94,,,,,,411,,,
2009-02-20,KC,KCDEC2,KCDEC2 Comdty,128.5,260,-2,,,,,,2,,,
2009-02-20,KC,KCJUL1,KCJUL1 Comdty,113.55,21688,1271,,,,,,2078,,,
2009-02-20,KC,KCJUL2,KCJUL2 Comdty,125.05,143,0,,,,,,2,,,
2009-02-20,KC,KCMAR1,KCMAR1 Comdty,108.9,610,-499,,,,,,269,,,
2009-02-20,KC,KCMAR2,KCMAR2 Comdty,121.5,6493,9,,,,,,44,,,
2009-02-20,KC,KCMAY1,KCMAY1 Comdty,111.2,71888,245,,,,,,7437,,,
2009-02-20,KC,KCMAY2,KCMAY2 Comdty,123.35,930,-1,,,,,,,,,
2009-02-20,KC,KCSEP1,KCSEP1 Comdty,115.75,10119,359,,,,,,599,,,
2009-02-20,KC,KCSEP2,KCSEP2 Comdty,126.65,336,-1,,,,,,2,,,
2009-02-20,SB,SBJUL1,SBJUL1 Comdty,13.22,136105,1383,,,,,,9965,,,
2009-02-20,SB,SBJUL2,SBJUL2 Comdty,13.68,13679,2,,,,,,127,,,
2009-02-20,SB,SBMAR1,SBMAR1 Comdty,12.71,57461,-23498,,,,,,35374,,,
2009-02-20,SB,SBMAR2,SBMAR2 Comdty,14.12,55361,877,,,,,,1713,,,
2009-02-20,SB,SBMAY1,SBMAY1 Comdty,13.06,232917,5324,,,,,,42816,,,
2009-02-20,SB,SBMAY2,SBMAY2 Comdty,13.93,13952,-26,,,,,,86,,,
2009-02-20,SB,SBOCT1,SBOCT1 Comdty,13.57,92220,2271,,,,,,3192,,,
2009-02-20,SB,SBOCT2,SBOCT2 Comdty,13.77,14591,-127,,,,,,15,,,
2009-02-23,CC,CCDEC1,CCDEC1 Comdty,2349.0,12863,153,,,,,,281,,,
2009-02-23,CC,CCDEC2,CCDEC2 Comdty,2343.0,95,0,,,,,,,,,
2009-02-23,CC,CCJUL1,CCJUL1 Comdty,2356.0,24294,282,,,,,,2303,,,
2009-02-23,CC,CCJUL2,CCJUL2 Comdty,2351.0,221,0,,,,,,,,,
2009-02-23,CC,CCMAR1,CCMAR1 Comdty,2406.0,168,-76,,,,,,84,,,
2009-02-23,CC,CCMAR2,CCMAR2 Comdty,2336.0,7422,26,,,,,,88,,,
2009-02-23,CC,CCMAY1,CCMAY1 Comdty,2356.0,58219,530,,,,,,10996,,,
2009-02-23,CC,CCMAY2,CCMAY2 Comdty,2339.0,1886,3,,,,,,3,,,
2009-02-23,CC,CCSEP1,CCSEP1 Comdty,2353.0,11471,477,,,,,,877,,,
2009-02-23,CC,CCSEP2,CCSEP2 Comdty,2349.0,524,0,,,,,,,,,
2009-02-23,CT,CTDEC1,CTDEC1 Comdty,49.41,21787,-168,,,,,,762,,,
2009-02-23,CT,CTDEC2,CTDEC2 Comdty,57.33,1756,0,,,,,,,,,
2009-02-23,CT,CTJUL1,CTJUL1 Comdty,45.21,26039,206,,,,,,1422,,,
2009-02-23,CT,CTJUL2,CTJUL2 Comdty,55.38,659,0,,,,,,,,,
2009-02-23,CT,CTMAR1,CTMAR1 Comdty,42.66,423,-486,,,,,,306,,,
2009-02-23,CT,CTMAR2,CTMAR2 Comdty,53.38,2519,252,,,,,,256,,,
2009-02-23,CT,CTMAY1,CTMAY1 Comdty,43.91,61345,104,,,,,,4463,,,
2009-02-23,CT,CTMAY2,CTMAY2 Comdty,54.38,140,0,,,,,,,,,
2009-02-23,CT,CTOCT1,CTOCT1 Comdty,47.96,377,1,,,,,,3,,,
2009-02-23,CT,CTOCT2,CTOCT2 Comdty,56.68,8,0,,,,,,,,,
2009-02-23,KC,KCDEC1,KCDEC1 Comdty,120.7,9697,26,,,,,,47,,,
2009-02-23,KC,KCDEC2,KCDEC2 Comdty,130.75,263,3,,,,,,13,,,
2009-02-23,KC,KCJUL1,KCJUL1 Comdty,115.5,22233,545,,,,,,981,,,
2009-02-23,KC,KCJUL2,KCJUL2 Comdty,127.0,143,0,,,,,,3,,,
2009-02-23,KC,KCMAR1,KCMAR1 Comdty,110.85,516,-94,,,,,,111,,,
2009-02-23,KC,KCMAR2,KCMAR2 Comdty,123.45,6519,26,,,,,,64,,,
2009-02-23,KC,KCMAY1,KCMAY1 Comdty,113.15,71575,-313,,,,,,6027,,,
2009-02-23,KC,KCMAY2,KCMAY2 Comdty,125.3,958,28,,,,,,,,,
2009-02-23,KC,KCSEP1,KCSEP1 Comdty,117.7,10211,92,,,,,,164,,,
2009-02-23,KC,KCSEP2,KCSEP2 Comdty,128.6,338,2,,,,,,13,,,
2009-02-23,SB,SBJUL1,SBJUL1 Comdty,13.17,135278,-827,,,,,,4417,,,
2009-02-23,SB,SBJUL2,SBJUL2 Comdty,13.64,13707,28,,,,,,129,,,
2009-02-23,SB,SBMAR1,SBMAR1 Comdty,12.68,40313,-17148,,,,,,25264,,,
2009-02-23,SB,SBMAR2,SBMAR2 Comdty,14.11,55289,-72,,,,,,1116,,,
2009-02-23,SB,SBMAY1,SBMAY1 Comdty,12.99,240445,7528,,,,,,24804,,,
2009-02-23,SB,SBMAY2,SBMAY2 Comdty,13.89,13934,-18,,,,,,123,,,
2009-02-23,SB,SBOCT1,SBOCT1 Comdty,13.53,91298,-922,,,,,,2047,,,
2009-02-23,SB,SBOCT2,SBOCT2 Comdty,13.73,14567,-24,,,,,,48,,,
2009-02-24,CC,CCDEC1,CCDEC1 Comdty,2345.0,12804,-59,,,,,,299,,,
2009-02-24,CC,CCDEC2,CCDEC2 Comdty,2344.0,95,0,,,,,,,,,
2009-02-24,CC,CCJUL1,CCJUL1 Comdty,2354.0,24777,483,,,,,,1666,,,
2009-02-24,CC,CCJUL2,CCJUL2 Comdty,2352.0,220,-1,,,,,,1,,,
2009-02-24,CC,CCMAR1,CCMAR1 Comdty,2389.0,144,-24,,,,,,40,,,
2009-02-24,CC,CCMAR2,CCMAR2 Comdty,2335.0,7476,54,,,,,,112,,,
2009-02-24,CC,CCMAY1,CCMAY1 Comdty,2359.0,58164,-55,,,,,,7061,,,
2009-02-24,CC,CCMAY2,CCMAY2 Comdty,2340.0,1890,4,,,,,,6,,,
2009-02-24,CC,CCSEP1,CCSEP1 Comdty,2349.0,11389,-82,,,,,,401,,,
2009-02-24,CC,CCSEP2,CCSEP2 Comdty,2350.0,524,0,,,,,,2,,,
2009-02-24,CT,CTDEC1,CTDEC1 Comdty,49.3,21856,69,,,,,,520,,,
2009-02-24,CT,CTDEC2,CTDEC2 Comdty,57.2,1756,0,,,,,,,,,
2009-02-24,CT,CTJUL1,CTJUL1 Comdty,45.09,26157,118,,,,,,581,,,
2009-02-24,CT,CTJUL2,CTJUL2 Comdty,55.25,659,0,,,,,,,,,
2009-02-24,CT,CTMAR1,CTMAR1 Comdty,42.78,243,-180,,,,,,95,,,
2009-02-24,CT,CTMAR2,CTMAR2 Comdty,53.27,2606,87,,,,,,87,,,
2009-02-24,CT,CTMAY1,CTMAY1 Comdty,43.78,61749,404,,,,,,3223,,,
2009-02-24,CT,CTMAY2,CTMAY2 Comdty,54.27,140,0,,,,,,,,,
2009-02-24,CT,CTOCT1,CTOCT1 Comdty,47.76,377,0,,,,,,,,,
2009-02-24,CT,CTOCT2,CTOCT2 Comdty,56.52,8,0,,,,,,,,,
2009-02-24,KC,KCDEC1,KCDEC1 Comdty,120.7,9754,57,,,,,,246,,,
2009-02-24,KC,KCDEC2,KCDEC2 Comdty,130.75,266,3,,,,,,3,,,
2009-02-24,KC,KCJUL1,KCJUL1 Comdty,115.55,22490,257,,,,,,539,,,
2009-02-24,KC,KCJUL2,KCJUL2 Comdty,127.05,143,0,,,,,,,,,
2009-02-24,KC,KCMAR1,KCMAR1 Comdty,111.2,441,-75,,,,,,56,,,
2009-02-24,KC,KCMAR2,KCMAR2 Comdty,123.45,6521,2,,,,,,31,,,
2009-02-24,KC,KCMAY1,KCMAY1 Comdty,113.3,71763,188,,,,,,4602,,,
2009-02-24,KC,KCMAY2,KCMAY2 Comdty,125.35,959,1,,,,,,,,,
2009-02-24,KC,KCSEP1,KCSEP1 Comdty,117.75,10297,86,,,,,,248,,,
2009-02-24,KC,KCSEP2,KCSEP2 Comdty,128.65,338,0,,,,,,,,,
2009-02-24,SB,SBJUL1,SBJUL1 Comdty,13.32,134472,-806,,,,,,8314,,,
2009-02-24,SB,SBJUL2,SBJUL2 Comdty,13.81,13647,-60,,,,,,225,,,
2009-02-24,SB,SBMAR1,SBMAR1 Comdty,12.83,30232,-10081,,,,,,20861,,,
2009-02-24,SB,SBMAR2,SBMAR2 Comdty,14.28,55370,81,,,,,,1101,,,
2009-02-24,SB,SBMAY1,SBMAY1 Comdty,13.13,243429,2984,,,,,,30096,,,
2009-02-24,SB,SBMAY2,SBMAY2 Comdty,14.06,13903,-31,,,,,,132,,,
2009-02-24,SB,SBOCT1,SBOCT1 Comdty,13.69,91097,-201,,,,,,1716,,,
2009-02-24,SB,SBOCT2,SBOCT2 Comdty,13.89,14644,77,,,,,,223,,,
2009-02-25,CC,CCDEC1,CCDEC1 Comdty,2408.0,13105,301,,,,,,767,,,
2009-02-25,CC,CCDEC2,CCDEC2 Comdty,2404.0,105,10,,,,,,10,,,
2009-02-25,CC,CCJUL1,CCJUL1 Comdty,2432.0,24746,-31,,,,,,642,,,
2009-02-25,CC,CCJUL2,CCJUL2 Comdty,2413.0,220,0,,,,,,,,,
2009-02-25,CC,CCMAR1,CCMAR1 Comdty,2500.0,119,-25,,,,,,31,,,
2009-02-25,CC,CCMAR2,CCMAR2 Comdty,2395.0,7449,-27,,,,,,148,,,
2009-02-25,CC,CCMAY1,CCMAY1 Comdty,2440.0,56841,-1323,,,,,,7797,,,
2009-02-25,CC,CCMAY2,CCMAY2 Comdty,2400.0,1897,7,,,,,,48,,,
2009-02-25,CC,CCSEP1,CCSEP1 Comdty,2418.0,11370,-19,,,,,,186,,,
2009-02-25,CC,CCSEP2,CCSEP2 Comdty,2410.0,524,0,,,,,,,,,
2009-02-25,CT,CTDEC1,CTDEC1 Comdty,49.24,21932,76,,,,,,439,,,
2009-02-25,CT,CTDEC2,CTDEC2 Comdty,56.99,1756,0,,,,,,,,,
2009-02-25,CT,CTJUL1,CTJUL1 Comdty,44.93,26046,-111,,,,,,832,,,
2009-02-25,CT,CTJUL2,CTJUL2 Comdty,55.04,659,0,,,,,,,,,
2009-02-25,CT,CTMAR1,CTMAR1 Comdty,42.56,195,-48,,,,,,24,,,
2009-02-25,CT,CTMAR2,CTMAR2 Comdty,53.04,2600,-6,,,,,,52,,,
2009-02-25,CT,CTMAY1,CTMAY1 Comdty,43.56,62019,270,,,,,,4136,,,
2009-02-25,CT,CTMAY2,CTMAY2 Comdty,54.04,140,0,,,,,,,,,
2009-02-25,CT,CTOCT1,CTOCT1 Comdty,47.57,378,1,,,,,,3,,,
2009-02-25,CT,CTOCT2,CTOCT2 Comdty,56.29,8,0,,,,,,,,,
