date,ct1_close,ct2_close,ct3_close,atm_iv_30d,ct1_ct2_spread,ct2_ct3_spread,si_carry_approx,pct_si_approx,hv30,hv60,iv_hv30_ratio,atm_iv_zscore_1yr,iv_hv30_ratio_zscore,pct_si_zscore_1yr,ct1_ct2_zscore
2025-05-01,65.66,67.43,68.65,20.55,-1.77,-1.22,1.5636,113.2,27.4538,24.0761,0.7485,0.1525,-0.8587,0.5949,-0.5593
2025-05-02,68.41,69.71,70.85,22.54,-1.3,-1.14,1.5872,81.91,29.923,25.3597,0.7533,0.8744,-0.8322,0.1521,-0.1511
2025-05-05,68.42,69.98,71.14,21.78,-1.56,-1.16,1.5873,98.28,29.6515,25.3594,0.7345,0.6245,-0.9072,0.3751,-0.3679
2025-05-06,67.83,69.52,70.67,21.44,-1.69,-1.15,1.5822,106.81,29.7979,25.394,0.7195,0.5217,-0.9648,0.4903,-0.4751
2025-05-07,67.38,69.25,70.45,21.38,-1.87,-1.2,1.5783,118.48,29.8437,25.2845,0.7164,0.5207,-0.9706,0.6535,-0.6289
2025-05-08,66.69,68.75,69.99,20.97,-2.06,-1.24,1.5724,131.01,29.9427,25.2353,0.7003,0.3852,-1.0326,0.8326,-0.7949
2025-05-09,66.61,68.67,69.93,21.16,-2.06,-1.26,1.5717,131.07,29.3107,25.2349,0.7219,0.4865,-0.931,0.8333,-0.7945
2025-05-12,66.63,68.85,70.1,21.35,-2.22,-1.25,1.5719,141.23,29.3028,25.1602,0.7286,0.5578,-0.9011,0.9867,-0.9424
2025-05-13,66.28,68.77,70.08,20.68,-2.49,-1.31,1.5689,158.71,29.3397,25.1668,0.7048,0.2893,-1.0031,1.2581,-1.1995
2025-05-14,65.48,68.25,69.6,20.68,-2.77,-1.35,1.562,177.34,28.8175,25.2509,0.7176,0.287,-0.9453,1.5519,-1.4709
2025-05-15,65.43,68.18,69.51,17.57,-2.75,-1.33,1.5616,176.1,28.775,24.9556,0.6106,-0.9429,-1.405,1.5211,-1.4411
2025-05-16,64.89,67.67,69.06,17.27,-2.78,-1.39,1.557,178.55,25.6837,24.9983,0.6724,-1.0553,-1.1335,1.554,-1.4647
2025-05-19,65.64,68.34,69.69,17.73,-2.7,-1.35,1.5634,172.7,24.9725,25.1118,0.71,-0.8681,-0.9683,1.4553,-1.3812
2025-05-20,66.12,68.74,70.1,17.6,-2.62,-1.36,1.5675,167.15,22.0933,25.1213,0.7966,-0.9147,-0.5942,1.3606,-1.2967
2025-05-21,66.07,68.71,70.09,17.65,-2.64,-1.38,1.5671,168.46,22.0024,25.0635,0.8022,-0.8903,-0.5709,1.3767,-1.3117
2025-05-22,65.63,68.26,69.63,17.86,-2.63,-1.37,1.5633,168.23,21.5476,25.0326,0.8289,-0.804,-0.4569,1.3691,-1.2979
2025-05-23,66.11,68.63,70.0,17.9,-2.52,-1.37,1.5674,160.78,21.6561,25.0696,0.8266,-0.7839,-0.4699,1.2546,-1.1944
2025-05-27,65.57,68.32,69.81,18.07,-2.75,-1.49,1.5628,175.97,21.6373,24.7617,0.8351,-0.7135,-0.4366,1.5402,-1.4636
2025-05-28,65.33,68.1,69.58,18.07,-2.77,-1.48,1.5607,177.48,20.042,24.2297,0.9016,-0.7098,-0.1513,1.5899,-1.5091
2025-05-29,64.84,67.76,69.29,17.83,-2.92,-1.53,1.5565,187.6,19.6777,23.1504,0.9061,-0.799,-0.1361,1.8267,-1.7337
2025-05-30,65.06,67.75,69.22,17.81,-2.69,-1.47,1.5584,172.61,19.4334,23.121,0.9165,-0.8019,-0.0951,1.5942,-1.5161
2025-06-02,66.13,68.69,70.11,17.9,-2.56,-1.42,1.5676,163.31,19.8877,22.8417,0.9001,-0.7615,-0.172,1.4183,-1.3638
2025-06-03,66.05,68.53,69.95,17.68,-2.48,-1.42,1.5669,158.27,19.7382,22.6851,0.8957,-0.8406,-0.1956,1.3212,-1.2677
2025-06-04,64.99,67.77,69.24,17.79,-2.78,-1.47,1.5578,178.46,19.4374,22.9254,0.9152,-0.7911,-0.1143,1.716,-1.6343
2025-06-05,65.36,67.98,69.43,17.55,-2.62,-1.45,1.561,167.84,17.9129,22.9577,0.9797,-0.8778,0.1665,1.4913,-1.4228
2025-06-06,65.62,68.21,69.69,17.57,-2.59,-1.48,1.5632,165.69,16.9798,22.7644,1.0348,-0.863,0.4058,1.4513,-1.3883
2025-06-09,65.99,68.35,69.72,17.14,-2.36,-1.37,1.5664,150.66,16.9857,22.7569,1.0091,-1.0236,0.2863,1.1601,-1.11
2025-06-10,65.42,67.71,69.06,17.19,-2.29,-1.35,1.5615,146.65,17.047,22.6672,1.0084,-0.9961,0.2778,1.0785,-1.0199
2025-06-11,65.47,67.65,69.0,17.05,-2.18,-1.35,1.562,139.56,17.0508,22.6414,1.0,-1.044,0.2352,0.9201,-0.8656
2025-06-12,65.14,67.47,68.79,17.23,-2.33,-1.32,1.5591,149.45,16.9263,22.6121,1.0179,-0.9654,0.3099,1.1349,-1.0695
2025-06-13,65.36,67.84,69.06,17.34,-2.48,-1.22,1.561,158.87,16.9544,22.6226,1.0227,-0.9147,0.3258,1.3393,-1.2737
2025-06-16,65.44,68.02,69.21,16.85,-2.58,-1.19,1.5617,165.2,11.6471,22.6104,1.4467,-1.0991,2.2173,1.47,-1.4037
2025-06-17,65.05,67.55,68.74,17.06,-2.5,-1.19,1.5583,160.43,11.7079,22.5015,1.4571,-1.0088,2.2373,1.3514,-1.2805
2025-06-18,64.84,66.67,67.85,17.42,-1.83,-1.18,1.5565,117.57,11.5312,22.5053,1.5107,-0.8605,2.4419,0.3938,-0.3416
2025-06-20,64.04,66.7,67.92,16.84,-2.66,-1.22,1.5497,171.65,11.8706,22.6305,1.4186,-1.08,2.0112,1.5878,-1.493
2025-06-23,63.96,67.41,68.64,17.13,-3.45,-1.23,1.549,222.72,11.5874,22.561,1.4783,-0.9592,2.2476,2.6739,-2.5524
2025-06-24,66.01,67.79,69.07,17.35,-1.78,-1.28,1.5666,113.62,15.0151,23.0889,1.1555,-0.8663,0.8211,0.3033,-0.2709
2025-06-25,66.44,68.32,69.61,17.96,-1.88,-1.29,1.5703,119.72,15.1434,23.1251,1.186,-0.6223,0.9489,0.4412,-0.4133
2025-06-26,67.07,68.8,70.12,17.7,-1.73,-1.32,1.5757,109.79,15.3058,23.2067,1.1564,-0.7183,0.8114,0.2229,-0.2066
2025-06-27,67.52,69.32,70.6,17.59,-1.8,-1.28,1.5795,113.96,14.9339,22.8365,1.1779,-0.7556,0.9005,0.3222,-0.3116
2025-06-30,66.28,68.13,69.46,16.5,-1.85,-1.33,1.5689,117.92,15.9709,23.1091,1.0331,-1.1732,0.2476,0.4165,-0.388
2025-07-01,68.03,69.31,70.36,15.74,-1.28,-1.05,1.5839,80.81,17.3819,21.777,0.9055,-1.4576,-0.3336,-0.4172,0.418
2025-07-02,68.63,69.9,70.93,15.48,-1.27,-1.03,1.5891,79.92,17.2649,21.2862,0.8966,-1.5441,-0.3831,-0.4353,0.43
2025-07-03,68.46,69.78,70.82,15.29,-1.32,-1.04,1.5876,83.14,17.2117,19.6544,0.8883,-1.6022,-0.4307,-0.36,0.3561
2025-07-07,67.89,69.26,70.3,15.28,-1.37,-1.04,1.5827,86.56,17.425,19.6839,0.8769,-1.5919,-0.4943,-0.2806,0.2826
2025-07-08,67.38,68.75,69.81,14.73,-1.37,-1.06,1.5783,86.8,17.4592,19.4747,0.8437,-1.7841,-0.66,-0.2732,0.2805
2025-07-09,67.78,69.14,70.19,14.4,-1.36,-1.05,1.5818,85.98,17.4201,19.5021,0.8266,-1.8882,-0.7506,-0.2896,0.2924
2025-07-10,67.73,69.06,70.12,14.31,-1.33,-1.06,1.5813,84.11,17.2169,19.4115,0.8312,-1.901,-0.7396,-0.3293,0.3324
2025-07-11,67.42,68.75,69.8,14.02,-1.33,-1.05,1.5787,84.25,17.241,18.5378,0.8132,-1.986,-0.8355,-0.3236,0.3298
2025-07-14,68.12,69.4,70.39,14.35,-1.28,-0.99,1.5847,80.77,17.2457,18.3988,0.8321,-1.8423,-0.7547,-0.3996,0.3981
2025-07-15,68.59,69.84,70.82,14.6,-1.25,-0.98,1.5887,78.68,17.3059,18.3235,0.8436,-1.732,-0.7095,-0.444,0.4378
2025-07-16,68.56,69.83,70.84,14.22,-1.27,-1.01,1.5885,79.95,16.7542,18.2609,0.8487,-1.8508,-0.6928,-0.4121,0.406
2025-07-17,68.8,70.08,71.09,19.24,-1.28,-1.01,1.5905,80.48,16.7508,18.1759,1.1486,-0.0129,0.7603,-0.3965,0.388
2025-07-18,68.68,69.98,71.01,19.4,-1.3,-1.03,1.5895,81.79,15.9403,17.7735,1.217,0.0473,1.0869,-0.3638,0.3563
2025-07-21,68.1,69.46,70.52,19.37,-1.36,-1.06,1.5845,85.83,16.1707,17.0946,1.1978,0.0416,0.985,-0.2694,0.2676
2025-07-22,68.25,69.61,70.67,18.97,-1.36,-1.06,1.5858,85.76,16.1541,16.5211,1.1743,-0.0988,0.8627,-0.268,0.2645
2025-07-23,68.24,69.63,70.73,18.35,-1.39,-1.1,1.5857,87.66,16.1067,16.458,1.1393,-0.3218,0.6849,-0.2221,0.2187
2025-07-24,68.71,70.13,71.19,18.59,-1.42,-1.06,1.5898,89.32,15.9142,16.4379,1.1681,-0.2266,0.8197,-0.1818,0.1731
2025-07-25,68.23,69.65,70.71,18.75,-1.42,-1.06,1.5856,89.56,16.1096,16.5102,1.1639,-0.1602,0.7927,-0.1745,0.1711
2025-07-28,68.34,69.76,70.86,19.46,-1.42,-1.1,1.5866,89.5,15.9938,16.3986,1.2167,0.117,1.0444,-0.1739,0.1692
2025-07-29,67.67,69.05,70.18,19.62,-1.38,-1.13,1.5808,87.3,16.3223,16.533,1.202,0.1898,0.9651,-0.2219,0.2245
2025-07-30,67.5,68.84,69.95,18.78,-1.34,-1.11,1.5794,84.84,16.3569,14.2207,1.1481,-0.1261,0.695,-0.276,0.2799
2025-07-31,67.25,68.6,69.74,18.29,-1.35,-1.14,1.5772,85.59,16.2855,14.2384,1.1231,-0.3098,0.5671,-0.2574,0.2639
2025-08-01,66.36,67.69,68.86,19.75,-1.33,-1.17,1.5696,84.73,16.7744,14.3868,1.1774,0.2701,0.8271,-0.2751,0.2906
2025-08-04,66.64,67.98,69.13,19.32,-1.34,-1.15,1.572,85.24,16.3247,14.3562,1.1835,0.1085,0.8503,-0.2619,0.2746
2025-08-05,67.11,68.42,69.56,19.22,-1.31,-1.14,1.576,83.12,16.3874,14.2738,1.1729,0.0766,0.7918,-0.3084,0.3159
2025-08-06,66.84,68.19,69.32,19.14,-1.35,-1.13,1.5737,85.79,13.7736,14.2967,1.3896,0.0548,1.8358,-0.246,0.2568
2025-08-07,66.43,67.9,69.09,18.92,-1.47,-1.19,1.5702,93.62,13.7764,14.353,1.3734,-0.0253,1.7405,-0.0666,0.0834
2025-08-08,66.6,68.07,69.27,19.82,-1.47,-1.2,1.5716,93.54,13.5083,14.3211,1.4672,0.3563,2.1697,-0.0682,0.0831
2025-08-11,66.76,68.23,69.42,19.97,-1.47,-1.19,1.573,93.45,13.3739,14.0993,1.4932,0.4339,2.266,-0.0701,0.083
2025-08-12,68.39,69.84,71.02,20.08,-1.45,-1.18,1.587,91.37,14.0392,14.9162,1.4303,0.5012,1.9481,-0.1182,0.1124
2025-08-13,67.73,69.32,70.55,21.5,-1.59,-1.23,1.5813,100.55,12.2083,14.9554,1.7611,1.1477,3.4304,0.09,-0.0878
2025-08-14,67.68,69.25,70.54,12.68,-1.57,-1.29,1.5809,99.31,11.9115,14.788,1.0645,-2.7767,0.2213,0.0618,-0.0591
2025-08-15,67.54,69.07,70.35,12.18,-1.53,-1.28,1.5797,96.85,11.906,14.7291,1.023,-3.0699,0.0391,0.0062,-0.0021
2025-08-18,67.81,69.33,70.6,12.1,-1.52,-1.27,1.582,96.08,11.7298,14.7459,1.0316,-3.0374,0.0838,-0.011,0.012
2025-08-19,67.56,69.19,70.48,12.22,-1.63,-1.29,1.5799,103.17,11.5679,14.697,1.0564,-2.9188,0.2071,0.1498,-0.1452
2025-08-20,67.6,69.24,70.52,12.04,-1.64,-1.28,1.5802,103.78,11.4369,14.6285,1.0527,-2.9356,0.1896,0.1622,-0.1581
2025-08-21,67.42,69.1,70.39,11.98,-1.68,-1.29,1.5787,106.42,11.46,14.5336,1.0454,-2.8999,0.1544,0.2203,-0.2137
2025-08-22,68.01,69.74,71.01,12.5,-1.73,-1.27,1.5838,109.23,11.6594,14.6046,1.0721,-2.6256,0.2834,0.2817,-0.2829
2025-08-25,67.32,69.12,70.45,12.27,-1.8,-1.33,1.5778,114.08,11.6414,14.6787,1.054,-2.674,0.1945,0.3904,-0.3817
2025-08-26,66.71,68.53,69.88,12.32,-1.82,-1.35,1.5726,115.73,11.6953,14.8009,1.0534,-2.6055,0.19,0.4251,-0.4078
2025-08-27,66.68,68.44,69.78,12.16,-1.76,-1.34,1.5723,111.94,11.6953,14.426,1.0397,-2.6242,0.1223,0.3372,-0.3203
2025-08-28,67.3,69.08,70.41,12.83,-1.78,-1.33,1.5777,112.82,11.9998,14.5432,1.0692,-2.3137,0.264,0.356,-0.3479
2025-08-29,66.54,68.44,69.79,13.23,-1.9,-1.35,1.5711,120.93,12.3872,14.3418,1.068,-2.1228,0.2558,0.5389,-0.5185
2025-09-02,66.05,67.91,69.32,13.73,-1.86,-1.41,1.5669,118.71,12.3343,14.3861,1.1132,-1.8994,0.4718,0.4864,-0.4594
2025-09-03,66.21,68.06,69.46,13.49,-1.85,-1.4,1.5683,117.96,12.3395,14.3722,1.0932,-1.9729,0.3709,0.4679,-0.4438
2025-09-04,66.2,68.09,69.48,13.06,-1.89,-1.39,1.5682,120.52,12.3394,14.3269,1.0584,-2.1155,0.1995,0.5246,-0.5
2025-09-05,66.03,67.96,69.34,12.5,-1.93,-1.38,1.5668,123.18,12.1172,14.2223,1.0316,-2.3018,0.0674,0.5834,-0.5559
2025-09-08,66.21,68.14,69.53,12.74,-1.93,-1.39,1.5683,123.06,12.0486,14.2315,1.0574,-2.1777,0.1916,0.5795,-0.555
2025-09-09,66.46,68.37,69.74,12.68,-1.91,-1.37,1.5704,121.63,12.1053,14.2076,1.0475,-2.1705,0.1416,0.5462,-0.5257
2025-09-10,66.67,68.59,69.96,12.75,-1.92,-1.37,1.5723,122.11,11.8567,14.2057,1.0753,-2.1151,0.2748,0.556,-0.5389
2025-09-11,66.72,68.63,70.0,13.11,-1.91,-1.37,1.5727,121.45,11.8461,14.2048,1.1067,-1.9546,0.4258,0.539,-0.5228
2025-09-12,66.83,68.75,70.12,12.62,-1.92,-1.37,1.5736,122.01,11.8173,14.1461,1.0679,-2.1108,0.2347,0.5492,-0.5347
2025-09-15,66.84,68.75,70.09,12.71,-1.91,-1.34,1.5737,121.37,11.144,14.1255,1.1405,-2.0505,0.5843,0.5316,-0.5175
2025-09-16,67.68,69.57,70.86,13.09,-1.89,-1.29,1.5809,119.55,11.6473,14.0744,1.1239,-1.8875,0.4999,0.4874,-0.486
2025-09-17,67.25,69.2,70.54,13.22,-1.95,-1.34,1.5772,123.64,11.6438,14.1472,1.1354,-1.8206,0.5515,0.5764,-0.5684
2025-09-18,66.9,68.84,70.17,13.39,-1.94,-1.33,1.5742,123.24,11.6851,12.6672,1.1459,-1.7408,0.5979,0.5644,-0.5515
2025-09-19,66.29,68.28,69.66,12.81,-1.99,-1.38,1.569,126.83,11.8547,12.7423,1.0806,-1.9315,0.2769,0.6433,-0.6208
2025-09-22,66.22,68.18,69.57,13.21,-1.96,-1.39,1.5684,124.97,11.8313,12.5895,1.1165,-1.7727,0.4482,0.5983,-0.5755
2025-09-23,66.64,68.56,69.93,13.34,-1.92,-1.37,1.572,122.14,11.9599,12.5812,1.1154,-1.7114,0.4392,0.5321,-0.5165
2025-09-24,66.17,68.11,69.48,13.32,-1.94,-1.37,1.568,123.72,9.679,12.0778,1.3762,-1.7046,1.6914,0.5659,-0.5437
2025-09-25,66.28,68.19,69.52,13.41,-1.91,-1.33,1.5689,121.74,9.3567,10.7936,1.4332,-1.6594,1.9439,0.5198,-0.5
2025-09-26,66.4,68.26,69.58,13.5,-1.86,-1.32,1.5699,118.48,9.3854,10.6327,1.4384,-1.6161,1.9453,0.4454,-0.4285
2025-09-29,65.5,67.44,68.77,14.36,-1.94,-1.33,1.5622,124.18,10.1108,10.9605,1.4203,-1.296,1.8386,0.5721,-0.541
2025-09-30,65.77,67.57,68.86,14.24,-1.8,-1.29,1.5645,115.05,10.1162,10.8878,1.4076,-1.3329,1.7597,0.366,-0.3419
2025-10-01,65.59,67.46,68.76,14.31,-1.87,-1.3,1.563,119.64,10.0981,10.7998,1.4171,-1.3006,1.7851,0.4681,-0.4406
2025-10-02,65.09,67.04,68.36,14.46,-1.95,-1.32,1.5587,125.1,10.2673,10.8162,1.4084,-1.2385,1.7265,0.5907,-0.5547
2025-10-03,65.3,67.19,68.5,14.97,-1.89,-1.31,1.5605,121.12,10.3389,10.8456,1.4479,-1.0425,1.8886,0.5012,-0.47
2025-10-06,65.14,67.09,68.43,14.47,-1.95,-1.34,1.5591,125.07,9.9192,10.8209,1.4588,-1.2228,1.9163,0.5904,-0.5562
2025-10-07,64.46,66.38,67.74,14.89,-1.92,-1.36,1.5533,123.61,9.9423,10.7662,1.4976,-1.0572,2.0672,0.5575,-0.5142
2025-10-08,64.91,66.76,68.06,14.56,-1.85,-1.3,1.5571,118.81,9.9573,10.7687,1.4622,-1.1753,1.8852,0.4504,-0.4163
2025-10-09,64.47,66.34,67.66,13.67,-1.87,-1.32,1.5534,120.38,10.1008,10.8353,1.3534,-1.506,1.383,0.4872,-0.4468
2025-10-10,63.84,65.6,66.89,14.35,-1.76,-1.29,1.548,113.7,9.9088,10.9412,1.4482,-1.2404,1.7906,0.3384,-0.2923
2025-10-13,63.59,65.26,66.56,14.34,-1.67,-1.3,1.5458,108.03,9.5093,10.9545,1.508,-1.234,2.0319,0.2125,-0.1664
2025-10-14,63.51,65.09,66.31,14.48,-1.58,-1.22,1.5451,102.26,9.3445,10.8513,1.5496,-1.1712,2.1858,0.0849,-0.0409
2025-10-15,63.76,65.33,66.55,14.74,-1.57,-1.22,1.5473,101.47,9.4068,10.88,1.567,-1.0637,2.2302,0.07,-0.03
2025-10-16,63.73,65.29,66.5,15.24,-1.56,-1.21,1.547,100.84,9.404,10.8789,1.6206,-0.8665,2.4247,0.0587,-0.0189
2025-10-17,64.28,65.78,66.97,15.1,-1.5,-1.19,1.5517,96.67,9.8171,10.9388,1.5381,-0.9129,2.0428,-0.0329,0.064
2025-10-20,64.16,65.77,67.01,15.09,-1.61,-1.24,1.5507,103.82,9.7601,10.8709,1.5461,-0.9098,2.0506,0.1318,-0.0969
2025-10-21,64.42,65.98,67.18,15.21,-1.56,-1.2,1.5529,100.46,9.7722,10.9075,1.5565,-0.8588,2.0678,0.0582,-0.0281
2025-10-22,63.74,65.42,66.65,14.91,-1.68,-1.23,1.5471,108.59,10.0688,10.935,1.4808,-0.9655,1.7302,0.244,-0.2024
2025-10-23,64.07,65.67,66.92,14.92,-1.6,-1.25,1.5499,103.23,10.2344,11.0025,1.4578,-0.9551,1.6177,0.1238,-0.0893
2025-10-24,64.2,65.71,66.95,14.8,-1.51,-1.24,1.551,97.36,10.2446,11.002,1.4447,-0.9935,1.548,-0.0073,0.0376
2025-10-27,64.56,66.07,67.3,14.88,-1.51,-1.23,1.5541,97.16,10.433,10.7608,1.4262,-0.9567,1.4577,-0.0089,0.0344
2025-10-28,65.05,66.6,67.8,15.34,-1.55,-1.2,1.5583,99.47,9.96,10.8445,1.5402,-0.7784,1.9078,0.0471,-0.0272
2025-10-29,66.01,67.51,68.71,15.22,-1.5,-1.2,1.5666,95.75,10.8567,11.175,1.4019,-0.8187,1.3286,-0.0342,0.0414
2025-10-30,65.12,66.69,67.91,14.9,-1.57,-1.22,1.5589,100.71,11.4198,11.479,1.3048,-0.9334,0.9253,0.0825,-0.0638
2025-10-31,65.54,66.73,67.9,14.12,-1.19,-1.17,1.5626,76.16,11.3333,11.5009,1.2459,-1.2178,0.6813,-0.4744,0.483
2025-11-03,65.68,66.88,68.02,14.18,-1.2,-1.14,1.5638,76.74,11.3544,11.4968,1.2489,-1.1863,0.6953,-0.4559,0.4632
2025-11-04,65.2,66.42,67.57,13.91,-1.22,-1.15,1.5596,78.23,11.355,11.5745,1.225,-1.2772,0.5987,-0.4171,0.4292
2025-11-05,65.23,66.4,67.57,13.07,-1.17,-1.17,1.5599,75.0,11.1978,10.3889,1.1672,-1.5751,0.3642,-0.4859,0.4966
2025-11-06,64.54,65.77,66.98,13.33,-1.23,-1.21,1.554,79.15,11.5551,10.4249,1.1536,-1.4657,0.3118,-0.3849,0.4033
2025-11-07,63.62,65.14,66.35,13.21,-1.52,-1.21,1.5461,98.31,12.1614,10.7885,1.0862,-1.4974,0.038,0.0628,-0.0277
2025-11-10,64.31,65.77,66.92,13.22,-1.46,-1.15,1.552,94.07,12.0894,11.0541,1.0935,-1.4813,0.0696,-0.0307,0.0556
2025-11-11,63.88,65.38,66.57,12.79,-1.5,-1.19,1.5483,96.88,12.1287,11.0729,1.0545,-1.6241,-0.0895,0.0388,-0.0081
2025-11-12,63.3,64.81,66.0,13.03,-1.51,-1.19,1.5433,97.84,12.3485,11.1847,1.0552,-1.523,-0.0845,0.067,-0.029
2025-11-13,62.9,64.53,65.7,13.02,-1.63,-1.17,1.5399,105.85,12.2945,11.2304,1.059,-1.5129,-0.0669,0.2587,-0.2122
2025-11-14,62.49,64.13,65.35,12.41,-1.64,-1.22,1.5364,106.74,12.319,11.2799,1.0074,-1.7157,-0.2776,0.283,-0.2309
2025-11-17,62.36,64.06,65.25,12.31,-1.7,-1.19,1.5353,110.73,12.3169,11.0873,0.9994,-1.7343,-0.3083,0.3804,-0.3247
2025-11-18,62.57,64.39,65.57,12.55,-1.82,-1.18,1.5371,118.4,12.0857,10.9779,1.0384,-1.6334,-0.1467,0.5632,-0.507
2025-11-19,62.3,63.78,65.03,12.5,-1.48,-1.25,1.5347,96.44,11.8815,10.8745,1.0521,-1.6355,-0.0894,0.0508,-0.0019
2025-11-20,61.68,63.74,65.0,12.41,-2.06,-1.26,1.5294,134.69,12.0437,11.0238,1.0304,-1.6511,-0.1771,0.9592,-0.8798
2025-11-21,61.35,63.85,65.07,12.63,-2.5,-1.22,1.5266,163.76,11.843,10.8314,1.0665,-1.5596,-0.0288,1.6357,-1.5339
2025-11-24,61.44,64.0,65.23,12.92,-2.56,-1.23,1.5274,167.61,11.8433,10.6525,1.0909,-1.4464,0.0704,1.7086,-1.6083
2025-11-25,62.43,64.23,65.43,12.6,-1.8,-1.2,1.5359,117.2,12.8415,11.1499,0.9812,-1.5446,-0.3858,0.5226,-0.4665
2025-11-26,62.77,64.57,65.75,12.47,-1.8,-1.18,1.5388,116.97,12.8945,11.2056,0.9671,-1.5749,-0.4466,0.5183,-0.4662
2025-11-28,62.91,64.71,65.92,12.58,-1.8,-1.21,1.54,116.88,12.9192,11.2229,0.9737,-1.5239,-0.4223,0.5206,-0.4692
2025-12-01,64.63,65.78,66.81,12.67,-1.15,-1.03,1.5547,73.97,14.9704,12.5805,0.8463,-1.481,-0.9516,-0.6737,0.6972
2025-12-02,64.57,65.71,66.71,12.28,-1.14,-1.0,1.5542,73.35,14.9617,12.5646,0.8208,-1.5993,-1.0567,-0.7502,0.7789
2025-12-03,64.46,65.6,66.6,12.34,-1.14,-1.0,1.5533,73.39,14.9265,12.5368,0.8267,-1.5645,-1.033,-0.7493,0.7786
2025-12-04,64.08,65.23,66.26,12.22,-1.15,-1.03,1.55,74.19,14.6959,12.5613,0.8315,-1.5908,-1.0143,-0.7245,0.7579
2025-12-05,63.93,65.0,66.03,12.07,-1.07,-1.03,1.5487,69.09,14.6355,12.5624,0.8247,-1.6264,-1.0437,-0.8747,0.9094
2025-12-08,63.68,64.76,65.8,12.1,-1.08,-1.04,1.5466,69.83,14.6628,12.5696,0.8252,-1.6026,-1.0434,-0.8509,0.8877
2025-12-09,63.86,64.92,65.91,11.95,-1.06,-0.99,1.5481,68.47,14.5884,12.5901,0.8191,-1.6379,-1.0703,-0.8895,0.9237
2025-12-10,64.12,65.17,66.16,11.98,-1.05,-0.99,1.5504,67.72,14.4579,12.3271,0.8286,-1.6129,-1.031,-0.9098,0.9404
2025-12-11,63.97,65.05,66.07,11.74,-1.08,-1.02,1.5491,69.72,13.7333,12.2782,0.8549,-1.6755,-0.9226,-0.8493,0.8814
2025-12-12,63.83,64.91,65.94,11.52,-1.08,-1.03,1.5479,69.77,13.2176,12.2477,0.8716,-1.7306,-0.8557,-0.8478,0.8808
2025-12-15,63.94,65.06,66.1,11.47,-1.12,-1.04,1.5488,72.31,13.0675,12.1323,0.8778,-1.7297,-0.8322,-0.7722,0.8036
2025-12-16,63.1,64.26,65.38,12.32,-1.16,-1.12,1.5416,75.25,13.5159,12.405,0.9115,-1.4446,-0.6958,-0.6857,0.7274
2025-12-17,63.43,64.53,65.58,12.38,-1.1,-1.05,1.5444,71.23,13.5213,12.3799,0.9156,-1.4153,-0.683,-0.8046,0.8413
2025-12-18,63.51,64.61,65.66,11.93,-1.1,-1.05,1.5451,71.19,13.5304,12.3177,0.8817,-1.5471,-0.829,-0.8058,0.841
2025-12-19,63.75,64.84,65.86,11.33,-1.09,-1.02,1.5472,70.45,13.2706,12.3425,0.8538,-1.7228,-0.9498,-0.8276,0.8595
2025-12-22,63.61,64.78,65.85,11.46,-1.17,-1.07,1.546,75.68,12.6118,12.3357,0.9087,-1.666,-0.7221,-0.6734,0.7073
2025-12-23,64.01,65.2,66.27,11.92,-1.19,-1.07,1.5494,76.8,12.3408,12.1173,0.9659,-1.5084,-0.4841,-0.6413,0.67
2025-12-24,64.24,65.49,66.58,11.82,-1.25,-1.09,1.5514,80.57,12.226,12.1094,0.9668,-1.5262,-0.484,-0.5318,0.5575
2025-12-26,64.49,65.78,66.95,12.18,-1.29,-1.17,1.5535,83.04,11.9433,12.1306,1.0198,-1.4034,-0.264,-0.4605,0.4828
2025-12-29,64.35,65.63,66.84,11.69,-1.28,-1.21,1.5523,82.46,11.7925,12.0401,0.9913,-1.5434,-0.3898,-0.4797,0.5037
2025-12-30,64.32,65.64,66.85,11.79,-1.32,-1.21,1.5521,85.05,11.5955,12.0191,1.0168,-1.5007,-0.2857,-0.4053,0.4295
2025-12-31,64.27,65.6,66.83,11.36,-1.33,-1.23,1.5517,85.71,11.5719,12.0109,0.9817,-1.6192,-0.4403,-0.3879,0.4124
2026-01-02,64.01,65.37,66.72,11.27,-1.36,-1.35,1.5494,87.78,11.6401,11.8471,0.9682,-1.6327,-0.5014,-0.3288,0.3573
2026-01-05,64.65,65.99,67.31,11.77,-1.34,-1.32,1.5549,86.18,11.832,11.9389,0.9948,-1.4682,-0.39,-0.3786,0.3974
2026-01-06,65.06,66.43,67.74,12.39,-1.37,-1.31,1.5584,87.91,11.4238,11.9257,1.0846,-1.2712,-0.0077,-0.3289,0.3417
2026-01-07,64.85,66.27,67.61,12.05,-1.42,-1.34,1.5566,91.22,11.3242,11.7657,1.0641,-1.3638,-0.0994,-0.2323,0.2477
2026-01-08,64.46,65.93,67.31,13.1,-1.47,-1.38,1.5533,94.64,11.5525,11.8056,1.134,-1.04,0.1992,-0.1323,0.1537
2026-01-09,64.41,65.91,67.31,12.88,-1.5,-1.4,1.5529,96.59,10.731,11.8035,1.2003,-1.0991,0.4844,-0.0768,0.0986
2026-01-12,64.91,66.44,67.86,13.07,-1.53,-1.42,1.5571,98.26,10.8331,11.8798,1.2065,-1.0346,0.5132,-0.0295,0.0433
