date,kc1_close,kc2_close,kc3_close,atm_iv_30d,kc1_kc2_spread,kc2_kc3_spread,hv30,hv60,iv_hv30_ratio,atm_iv_zscore_1yr,iv_hv30_ratio_zscore,kc1_kc2_zscore
2026-02-17,279.55,275.9,272.15,39.35,3.65,3.75,32.48,28.99,1.2115,1.0433,0.7077,-1.0614
2026-02-18,281.6,277.85,274.15,38.72,3.75,3.7,32.66,28.36,1.1855,0.7622,0.5713,-1.0406
2026-02-19,281.05,276.95,272.95,38.76,4.1,4.0,30.89,28.29,1.2548,0.7756,0.9244,-0.9887
2026-02-20,281.1,276.7,272.35,38.03,4.4,4.35,30.66,28.09,1.2404,0.45,0.8462,-0.9437
2026-02-23,273.6,269.2,264.75,39.03,4.4,4.45,31.19,28.18,1.2514,0.884,0.8986,-0.9368
2026-02-24,280.3,275.6,270.95,38.39,4.7,4.65,31.28,28.33,1.2273,0.5975,0.7701,-0.8925
2026-02-25,279.9,275.3,270.6,38.07,4.6,4.7,31.29,28.32,1.2167,0.4532,0.712,-0.8985
2026-02-26,277.4,272.95,268.35,37.5,4.45,4.6,30.95,28.29,1.2116,0.1999,0.6821,-0.9107
2026-02-27,275.9,271.4,266.9,37.87,4.5,4.5,30.94,28.29,1.224,0.3581,0.7407,-0.8976
2026-03-02,279.7,275.3,270.6,37.95,4.4,4.7,31.27,28.36,1.2136,0.3867,0.6818,-0.9034
2026-03-03,278.5,274.05,269.35,37.59,4.45,4.7,31.27,28.35,1.2021,0.2189,0.6176,-0.8902
2026-03-04,281.2,276.25,270.95,37.0,4.95,5.3,31.1,27.95,1.1897,-0.056,0.5491,-0.8209
2026-03-05,283.95,278.95,273.85,35.75,5.0,5.1,31.32,27.95,1.1414,-0.6349,0.2978,-0.8082
2026-03-06,288.45,282.95,277.65,35.65,5.5,5.3,31.82,27.83,1.1204,-0.6894,0.1867,-0.7393
2026-03-09,290.9,284.75,278.9,36.27,6.15,5.85,31.86,27.83,1.1384,-0.4088,0.2753,-0.6519
2026-03-10,290.1,284.3,278.7,36.54,5.8,5.6,31.47,27.67,1.1611,-0.2903,0.3863,-0.6901
2026-03-11,282.2,276.7,271.2,37.45,5.5,5.5,31.09,27.99,1.2046,0.1258,0.6045,-0.7217
2026-03-12,286.45,280.4,274.55,37.7,6.05,5.85,30.36,28.14,1.2418,0.2363,0.7904,-0.6467
2026-03-13,279.4,273.35,267.3,37.19,6.05,6.05,30.8,28.2,1.2075,-0.0084,0.6064,-0.641
2026-03-16,286.25,278.1,271.3,36.61,8.15,6.8,29.84,28.45,1.2269,-0.2866,0.701,-0.3715
2026-03-17,288.45,279.2,271.85,36.27,9.25,7.35,29.99,28.4,1.2094,-0.4518,0.6037,-0.2285
2026-03-18,287.1,278.15,270.8,35.78,8.95,7.35,27.46,28.39,1.303,-0.6882,1.0861,-0.2625
2026-03-19,294.2,284.65,276.7,35.65,9.55,7.95,28.31,28.86,1.2593,-0.7553,0.8496,-0.1829
2026-03-20,302.35,290.4,280.4,36.25,11.95,10.0,29.32,29.09,1.2364,-0.4737,0.7228,0.1238
2026-03-23,299.85,287.15,276.15,37.34,12.7,11.0,28.36,29.13,1.3166,0.0426,1.1382,0.2218
2026-03-24,310.35,296.25,283.3,38.57,14.1,12.95,29.63,30.03,1.3017,0.6262,1.0513,0.4024
2026-03-25,309.7,296.25,284.35,38.83,13.45,11.9,29.39,29.91,1.3212,0.7449,1.146,0.3228
2026-03-26,302.0,290.6,280.2,37.87,11.4,10.4,30.3,30.28,1.2498,0.2783,0.7604,0.0656
2026-03-27,295.9,284.6,274.7,37.49,11.3,9.9,30.63,30.52,1.224,0.0902,0.6182,0.0569
2026-03-30,286.6,275.6,266.8,38.38,11.0,8.8,32.01,31.14,1.199,0.5149,0.4818,0.0226
2026-03-31,290.8,278.1,268.95,36.53,12.7,9.15,28.44,30.82,1.2845,-0.3852,0.929,0.2439
2026-04-01,291.25,278.1,268.4,36.68,13.15,9.7,28.39,30.83,1.292,-0.3191,0.9618,0.3049
2026-04-02,289.4,276.65,266.55,36.16,12.75,10.1,28.46,30.1,1.2706,-0.58,0.8423,0.2561
2026-04-06,292.4,279.35,269.2,36.18,13.05,10.15,28.58,30.14,1.2659,-0.5772,0.8114,0.2972
2026-04-07,281.3,269.2,260.2,36.57,12.1,9.0,29.77,31.02,1.2284,-0.3917,0.6085,0.1776
2026-04-08,289.3,275.95,266.55,36.29,13.35,9.4,30.05,30.89,1.2077,-0.5349,0.4963,0.3412
2026-04-09,289.55,275.8,266.5,35.77,13.75,9.3,30.04,30.9,1.1907,-0.796,0.4025,0.3949
2026-04-10,295.9,281.1,271.25,35.41,14.8,9.85,30.45,31.19,1.1629,-0.9772,0.251,0.5314
2026-04-13,296.25,281.8,272.2,35.72,14.45,9.6,30.37,31.16,1.1762,-0.8242,0.3166,0.4858
2026-04-14,297.6,283.25,274.3,35.51,14.35,8.95,30.19,31.14,1.1762,-0.9279,0.3121,0.472
2026-04-15,298.25,284.1,275.5,34.43,14.15,8.6,30.13,31.12,1.1427,-1.463,0.1302,0.4457
2026-04-16,290.4,277.35,268.95,35.02,13.05,8.4,31.18,31.21,1.1232,-1.1636,0.0225,0.304
2026-04-17,284.25,272.95,264.9,34.99,11.3,8.05,31.73,31.46,1.1027,-1.1747,-0.0896,0.0794
2026-04-20,287.75,277.1,269.55,35.12,10.65,7.55,31.59,31.59,1.1117,-1.1083,-0.0451,-0.0024
2026-04-21,282.65,272.05,264.4,34.91,10.6,7.65,31.9,31.7,1.0944,-1.2115,-0.1402,-0.0064
2026-04-22,289.15,278.4,270.2,34.68,10.75,8.2,32.62,31.96,1.0632,-1.3211,-0.305,0.0151
2026-04-23,300.35,288.35,279.45,35.13,12.0,8.9,33.35,32.63,1.0534,-1.0948,-0.3554,0.1785
2026-04-24,294.9,285.1,277.0,35.42,9.8,8.1,33.62,32.05,1.0535,-0.9508,-0.3536,-0.1045
2026-04-27,288.5,278.8,271.15,34.46,9.7,7.65,33.44,32.21,1.0305,-1.4207,-0.4746,-0.1147
2026-04-28,290.7,280.6,272.85,34.32,10.1,7.75,32.78,31.17,1.047,-1.4828,-0.385,-0.0597
2026-04-29,290.7,280.25,272.75,34.11,10.45,7.5,32.71,31.17,1.0428,-1.5767,-0.4058,-0.0108
2026-04-30,285.55,275.35,267.65,34.11,10.2,7.7,33.1,30.16,1.0305,-1.5662,-0.4694,-0.0398
2026-05-01,286.4,275.9,267.5,34.62,10.5,8.4,32.29,30.12,1.0722,-1.3088,-0.2464,0.003
2026-05-05,294.35,284.35,276.25,35.95,10.0,8.1,32.29,30.63,1.1133,-0.6612,-0.0277,-0.0586
2026-05-06,288.95,279.6,271.95,36.05,9.35,7.65,32.63,30.41,1.1048,-0.6134,-0.0751,-0.1399
2026-05-07,276.85,269.3,262.55,38.52,7.55,6.75,32.97,31.48,1.1683,0.5767,0.2605,-0.3714
2026-05-08,275.35,267.65,261.2,37.19,7.7,6.45,32.97,31.42,1.128,-0.0704,0.0426,-0.3474
2026-05-11,278.6,271.0,264.25,37.73,7.6,6.75,32.63,31.4,1.1563,0.1875,0.1908,-0.3563
2026-05-12,276.6,269.5,263.2,36.75,7.1,6.3,32.23,31.24,1.1402,-0.2909,0.1019,-0.4175
2026-05-13,283.9,276.5,269.55,36.39,7.4,6.95,31.97,31.72,1.1383,-0.4669,0.0894,-0.3736
2026-05-14,277.95,270.6,264.1,39.83,7.35,6.5,32.2,30.21,1.237,1.1992,0.6142,-0.3756
2026-05-15,267.2,260.2,253.6,40.6,7.0,6.6,34.01,31.22,1.1938,1.5618,0.3787,-0.4174
2026-05-18,265.9,258.95,251.7,40.67,6.95,7.25,34.0,31.23,1.1962,1.5807,0.3874,-0.4197
2026-05-19,268.7,261.15,254.0,40.18,7.55,7.15,34.0,31.32,1.1818,1.3304,0.3065,-0.3366
2026-05-20,267.5,260.05,252.6,38.44,7.45,7.45,32.27,30.85,1.1912,0.4865,0.3529,-0.346
2026-05-21,270.45,262.65,254.8,37.14,7.8,7.85,31.26,30.51,1.1881,-0.1401,0.3322,-0.2964
2026-05-22,273.8,266.15,258.25,36.08,7.65,7.9,31.54,30.63,1.1439,-0.6483,0.0933,-0.313
2026-05-26,274.0,266.35,258.15,36.94,7.65,8.2,30.83,30.6,1.1982,-0.2354,0.3854,-0.3098
2026-05-27,272.6,264.8,256.8,35.68,7.8,8.0,30.77,30.48,1.1596,-0.8391,0.1788,-0.2869
2026-05-28,275.75,267.85,260.05,35.42,7.9,7.8,31.02,30.57,1.1418,-0.9604,0.084,-0.2709
2026-05-29,269.5,262.25,254.7,35.8,7.25,7.55,30.78,30.85,1.1631,-0.7744,0.1991,-0.3542
2026-06-01,263.85,257.35,249.8,37.06,6.5,7.55,30.77,31.05,1.2044,-0.1698,0.4218,-0.4502
2026-06-02,261.2,254.7,246.95,37.35,6.5,7.75,30.52,30.9,1.2238,-0.0309,0.5257,-0.4471
2026-06-03,254.35,249.05,241.85,37.61,5.3,7.2,30.99,31.24,1.2136,0.0919,0.4705,-0.6023
2026-06-04,251.5,246.5,239.35,36.85,5.0,7.15,30.03,31.3,1.2271,-0.2721,0.5425,-0.638
2026-06-05,243.7,239.65,232.3,36.73,4.05,7.35,28.15,31.44,1.3048,-0.3311,0.9573,-0.7589
2026-06-08,247.9,243.05,235.85,35.73,4.85,7.2,28.78,31.5,1.2415,-0.8109,0.6149,-0.6487
2026-06-09,244.35,240.15,233.0,33.29,4.2,7.15,28.49,31.25,1.1685,-1.9757,0.2236,-0.7303
2026-06-10,248.4,244.6,237.25,35.36,3.8,7.35,28.96,31.01,1.221,-0.9738,0.505,-0.778
2026-06-11,253.95,250.25,243.2,37.75,3.7,7.05,29.99,31.34,1.2588,0.1618,0.7085,-0.786
2026-06-12,253.4,246.45,244.2,36.12,6.95,2.25,28.79,29.4,1.2546,-0.611,0.6863,-0.3544
2026-06-15,259.2,251.75,249.15,36.27,7.45,2.6,29.7,29.38,1.2212,-0.5386,0.5087,-0.2861
2026-06-16,272.8,263.6,259.75,37.05,9.2,3.85,32.19,31.01,1.151,-0.1694,0.1353,-0.054
2026-06-17,271.9,263.15,259.85,36.6,8.75,3.3,31.87,30.94,1.1484,-0.3853,0.1247,-0.1114
2026-06-18,267.8,257.9,254.4,37.27,9.9,3.5,30.25,30.34,1.2321,-0.0695,0.5832,0.0413
